CHROM	BIN_START	N_SNPS	TajimaD	Region
7A	2740000	80	-2.06151	Central
7A	2760000	58	-0.816872	Central
7A	2780000	2	-1.16377	Central
7A	2790000	11	-0.822072	Central
7A	2800000	26	-1.42685	Central
7A	2810000	6	-0.495645	Central
7A	2840000	12	-1.42117	Central
7A	2850000	5	-1.14328	Central
7A	2860000	45	-1.74531	Central
7A	2930000	9	-1.18168	Central
7A	2940000	7	-1.16009	Central
7A	2950000	68	-2.08716	Central
7A	2970000	21	-1.2277	Central
7A	2990000	32	-2.05804	Central
7A	3000000	53	-1.86812	Central
7A	3010000	43	-1.82078	Central
7A	3020000	9	-1.37473	Central
7A	3030000	26	-1.69235	Central
7A	3130000	6	-1.65791	Central
7A	3150000	15	-0.962274	Central
7A	3200000	6	-1.80012	Central
7A	3210000	10	-0.869003	Central
7A	3260000	3	-1.38569	Central
7A	3270000	1	-0.995377	Central
7A	3280000	4	-1.32278	Central
7A	3310000	3	-0.866191	Central
7A	3320000	33	-1.04516	Central
7A	3340000	5	-1.51311	Central
7A	3370000	2	-0.884058	Central
7A	3380000	35	-1.59369	Central
7A	3410000	101	0.512662	Central
7A	3420000	123	0.430966	Central
7A	3430000	7	-1.85855	Central
7A	3520000	1	-0.822346	Central
7A	3530000	2	0.481402	Central
7A	3540000	14	-1.78471	Central
7A	3570000	45	-1.61735	Central
7A	3580000	24	-1.48121	Central
7A	3590000	52	-1.25989	Central
7A	3600000	1	-0.737827	Central
7A	3610000	1	-0.822346	Central
7A	3620000	47	-1.85115	Central
7A	3630000	31	-1.78423	Central
7A	3740000	1	-0.109592	Central
7A	3760000	13	-1.89256	Central
7A	3770000	8	-1.87986	Central
7A	3780000	17	-1.65341	Central
7A	3800000	104	-1.40812	Central
7A	3820000	3	-1.33926	Central
7A	3840000	52	-1.51463	Central
7A	3850000	35	-2.04854	Central
7A	3860000	3	-1.56654	Central
7A	3900000	41	-0.643938	Central
7A	3910000	33	-1.27818	Central
7A	3980000	7	0.840006	Central
7A	4010000	23	-1.846	Central
7A	4020000	1	-0.908196	Central
7A	4060000	39	-1.7266	Central
7A	4070000	8	-1.54104	Central
7A	4200000	25	-1.87155	Central
7A	4250000	39	-1.95807	Central
7A	4300000	30	-2.19803	Central
7A	4320000	10	-1.27452	Central
7A	4330000	5	-1.5438	Central
7A	4390000	1	-0.572782	Central
7A	4430000	10	-1.63105	Central
7A	4480000	2	-1.28013	Central
7A	4510000	28	-2.11297	Central
7A	4520000	3	-1.42933	Central
7A	4530000	2	-1.22151	Central
7A	4550000	23	-2.10832	Central
7A	4580000	14	-1.08798	Central
7A	4590000	3	-0.713622	Central
7A	4600000	8	-0.602758	Central
7A	4610000	7	-0.344349	Central
7A	4620000	43	-1.19849	Central
7A	4680000	8	-1.13622	Central
7A	4690000	5	-1.04371	Central
7A	4740000	47	-0.902808	Central
7A	4750000	18	-0.475228	Central
7A	4760000	32	-1.51797	Central
7A	4800000	1	-0.908196	Central
7A	4890000	43	-1.39922	Central
7A	4900000	2	-0.771276	Central
7A	4970000	39	-1.76749	Central
7A	4980000	12	-1.4903	Central
7A	4990000	54	-2.17866	Central
7A	5040000	9	-1.48367	Central
7A	5050000	50	-1.26367	Central
7A	5070000	10	-0.934554	Central
7A	5080000	1	0.370236	Central
7A	5090000	21	-0.57916	Central
7A	5100000	4	-0.560145	Central
7A	5180000	23	-1.10488	Central
7A	5190000	7	-1.48324	Central
7A	5200000	10	0.293737	Central
7A	5220000	9	-1.10851	Central
7A	5350000	13	0.832132	Central
7A	5360000	32	-0.926058	Central
7A	5410000	28	-1.66455	Central
7A	5420000	65	-1.25426	Central
7A	5430000	29	1.32222	Central
7A	5440000	13	-0.260219	Central
7A	5480000	24	-1.12907	Central
7A	5500000	28	-1.64	Central
7A	5610000	36	-1.51999	Central
7A	5650000	3	-1.04494	Central
7A	5670000	26	-1.66608	Central
7A	5680000	18	-1.93737	Central
7A	5740000	2	-0.718018	Central
7A	5750000	17	-0.693417	Central
7A	5770000	3	-0.709084	Central
7A	5910000	10	-0.523918	Central
7A	5920000	2	-0.513938	Central
7A	6090000	1	-0.737827	Central
7A	6100000	4	-1.17779	Central
7A	6130000	27	-0.208143	Central
7A	6270000	14	-1.46798	Central
7A	6300000	23	-0.872628	Central
7A	6320000	20	-1.63209	Central
7A	6330000	15	-1.07721	Central
7A	6340000	30	-1.07705	Central
7A	6490000	39	0.0383007	Central
7A	6500000	46	-1.44879	Central
7A	6510000	38	-1.10408	Central
7A	6520000	90	-1.33938	Central
7A	6530000	3	-0.949981	Central
7A	6540000	14	1.32297	Central
7A	6590000	38	-1.77054	Central
7A	6650000	72	-0.909149	Central
7A	6660000	98	-1.72371	Central
7A	6750000	21	-1.52613	Central
7A	6760000	43	-1.8237	Central
7A	6770000	24	-1.97883	Central
7A	6800000	17	-1.21347	Central
7A	6840000	42	-0.0521032	Central
7A	6850000	5	-1.14627	Central
7A	6860000	38	-0.504882	Central
7A	6870000	19	-1.52284	Central
7A	6880000	21	-0.731705	Central
7A	6920000	21	-1.93453	Central
7A	6990000	7	-0.111532	Central
7A	7040000	83	-0.0764826	Central
7A	7060000	19	-0.479485	Central
7A	7130000	19	-0.506109	Central
7A	7200000	2	-0.993259	Central
7A	7310000	3	0.126375	Central
7A	7320000	28	-0.944906	Central
7A	7580000	2	-0.684453	Central
7A	7590000	14	-0.747701	Central
7A	7600000	1	0.104035	Central
7A	7620000	9	0.283196	Central
7A	7630000	10	-1.38633	Central
7A	7680000	8	-1.14907	Central
7A	7690000	22	-2.00517	Central
7A	7700000	4	-1.02904	Central
7A	7720000	18	-1.27592	Central
7A	7730000	3	-0.776814	Central
7A	7760000	15	-1.14739	Central
7A	7770000	20	0.668021	Central
7A	7810000	30	2.55349	Central
7A	7820000	23	0.0697644	Central
7A	7830000	6	0.0331781	Central
7A	7870000	17	-1.58077	Central
7A	7910000	11	-0.145318	Central
7A	7920000	1	-0.654639	Central
7A	7930000	22	-1.3465	Central
7A	8220000	1	-0.822346	Central
7A	8230000	9	-1.59898	Central
7A	8240000	11	-0.195976	Central
7A	8250000	31	-0.874052	Central
7A	8260000	27	-0.552862	Central
7A	8280000	3	-0.432227	Central
7A	8330000	2	-0.626719	Central
7A	8340000	12	-1.56478	Central
7A	8350000	4	-0.98148	Central
7A	8370000	27	0.489633	Central
7A	8380000	15	1.21929	Central
7A	8520000	11	1.76585	Central
7A	8530000	6	2.16517	Central
7A	8540000	6	-0.653236	Central
7A	8550000	4	-1.28595	Central
7A	8580000	3	0.817994	Central
7A	8590000	27	0.305792	Central
7A	8630000	41	-0.536938	Central
7A	8650000	61	-1.16746	Central
7A	8660000	4	-1.32278	Central
7A	8670000	16	-1.5112	Central
7A	8680000	18	-1.72017	Central
7A	8690000	44	-1.47388	Central
7A	8720000	1	-0.822346	Central
7A	8730000	28	-1.46056	Central
7A	8740000	11	2.02321	Central
7A	8750000	10	-1.9787	Central
7A	8760000	23	-1.85049	Central
7A	8770000	40	-1.16431	Central
7A	8780000	87	-0.971993	Central
7A	8790000	19	-1.17395	Central
7A	8800000	29	-1.02849	Central
7A	8820000	6	-0.07518	Central
7A	8860000	22	2.19582	Central
7A	8880000	24	-0.685077	Central
7A	8890000	54	-0.540314	Central
7A	8900000	2	-0.716228	Central
7A	8910000	30	1.00739	Central
7A	8920000	16	-1.50831	Central
7A	8930000	77	0.456981	Central
7A	8940000	12	-1.55642	Central
7A	8990000	45	-1.17993	Central
7A	9000000	65	-0.31668	Central
7A	9010000	28	-0.242502	Central
7A	9050000	6	-1.29987	Central
7A	9090000	8	-1.67521	Central
7A	9100000	28	-0.508915	Central
7A	9110000	7	0.184458	Central
7A	9150000	11	-1.1848	Central
7A	9240000	3	-1.47576	Central
7A	9250000	5	-1.38734	Central
7A	9260000	4	-1.11342	Central
7A	9310000	2	-1.2224	Central
7A	9320000	14	-1.46995	Central
7A	9330000	34	-1.17139	Central
7A	9360000	6	-1.28031	Central
7A	9370000	1	-0.737827	Central
7A	9380000	9	-1.13791	Central
7A	9390000	8	-1.63239	Central
7A	9430000	2	-0.197076	Central
7A	9450000	2	-0.880477	Central
7A	9480000	14	-1.04595	Central
7A	9490000	16	-2.04941	Central
7A	9510000	28	-1.47023	Central
7A	9540000	3	-0.692675	Central
7A	9630000	7	1.42412	Central
7A	9640000	1	-0.822346	Central
7A	9660000	30	-1.8101	Central
7A	9680000	18	-1.6771	Central
7A	9690000	6	-1.08799	Central
7A	9710000	2	-1.28013	Central
7A	9720000	6	-0.927099	Central
7A	9750000	25	-0.00544225	Central
7A	9810000	1	-0.654639	Central
7A	9940000	8	-1.71839	Central
7A	9990000	12	-1.23223	Central
7A	10000000	9	-1.47028	Central
7A	10030000	8	0.987815	Central
7A	10040000	8	-1.06057	Central
7A	10090000	21	-0.268635	Central
7A	10100000	4	-0.50157	Central
7A	10150000	10	-1.68018	Central
7A	10160000	7	-1.27286	Central
7A	10190000	11	-0.964671	Central
7A	10200000	3	-0.329584	Central
7A	10220000	3	-0.21123	Central
7A	10240000	14	-1.28023	Central
7A	10270000	15	-1.41808	Central
7A	10280000	8	-1.83418	Central
7A	10290000	4	-1.36425	Central
7A	10350000	106	0.551556	Central
7A	10380000	5	-1.5433	Central
7A	10410000	3	-1.47507	Central
7A	10600000	12	-1.21093	Central
7A	10610000	35	-0.947891	Central
7A	10620000	23	0.162557	Central
7A	10660000	9	-1.80117	Central
7A	10720000	11	-0.0922801	Central
7A	10730000	20	-2.1564	Central
7A	10800000	25	0.566328	Central
7A	10830000	1	-0.995377	Central
7A	10840000	10	-0.365089	Central
7A	10850000	84	0.348704	Central
7A	10860000	18	0.779282	Central
7A	10880000	30	-0.816018	Central
7A	10890000	33	-0.594032	Central
7A	10900000	73	-0.168505	Central
7A	10910000	3	-0.0684372	Central
7A	10920000	1	0.729608	Central
7A	10950000	27	-1.23495	Central
7A	11030000	4	1.61757	Central
7A	11050000	4	-0.525638	Central
7A	11080000	12	-0.695174	Central
7A	11090000	45	-1.59806	Central
7A	11100000	17	-1.2303	Central
7A	11220000	15	-1.23024	Central
7A	11230000	8	-0.814359	Central
7A	11240000	1	-0.822346	Central
7A	11260000	2	0.0808492	Central
7A	11270000	4	-0.220584	Central
7A	11310000	4	0.225978	Central
7A	11340000	2	-0.00194662	Central
7A	11370000	71	-0.626173	Central
7A	11380000	5	-1.12556	Central
7A	11410000	37	-1.37117	Central
7A	11420000	3	-0.388586	Central
7A	11430000	13	-0.374345	Central
7A	11440000	5	-0.317769	Central
7A	11560000	11	-1.49127	Central
7A	11660000	2	-1.22151	Central
7A	11670000	20	-1.53425	Central
7A	11800000	1	-0.908196	Central
7A	11970000	4	-1.43326	Central
7A	11980000	5	-0.319017	Central
7A	12000000	3	-1.42933	Central
7A	12070000	4	-1.69685	Central
7A	12090000	7	-0.991435	Central
7A	12100000	23	-1.77612	Central
7A	12110000	34	-1.4601	Central
7A	12120000	2	-1.33876	Central
7A	12170000	7	-1.50666	Central
7A	12180000	4	-1.54722	Central
7A	12190000	7	-0.970968	Central
7A	12200000	5	-0.651416	Central
7A	12230000	3	-1.1612	Central
7A	12240000	4	-1.18417	Central
7A	12280000	7	-1.81367	Central
7A	12390000	1	-0.572782	Central
7A	12400000	1	-0.822346	Central
7A	12410000	3	-0.255569	Central
7A	12420000	3	-0.392775	Central
7A	12450000	11	-0.609501	Central
7A	12650000	10	-0.296825	Central
7A	12690000	2	-1.0492	Central
7A	12750000	1	0.305682	Central
7A	12760000	1	1.3818	Central
7A	12800000	7	1.55715	Central
7A	12900000	29	1.21679	Central
7A	12910000	11	0.0522788	Central
7A	12980000	5	-1.63888	Central
7A	13040000	7	-1.65308	Central
7A	13050000	29	1.05458	Central
7A	13080000	6	-1.85858	Central
7A	13090000	3	0.0390936	Central
7A	13100000	26	-1.18783	Central
7A	13110000	15	1.53223	Central
7A	13170000	19	-0.193344	Central
7A	13180000	13	1.54839	Central
7A	13190000	14	-0.811323	Central
7A	13210000	2	-0.770381	Central
7A	13220000	8	-1.56085	Central
7A	13230000	103	-0.570661	Central
7A	13460000	10	-1.70926	Central
7A	13620000	20	-0.182164	Central
7A	13750000	9	-2.19855	Central
7A	13770000	16	-1.95233	Central
7A	13780000	3	-1.5208	Central
7A	13790000	32	-1.5734	Central
7A	13800000	6	0.64794	Central
7A	13830000	4	-1.62088	Central
7A	13850000	3	-0.935667	Central
7A	13890000	1	-0.737827	Central
7A	13900000	24	-1.6509	Central
7A	13970000	3	-0.409184	Central
7A	14180000	2	-1.22151	Central
7A	14190000	1	-0.995377	Central
7A	14280000	1	-0.572782	Central
7A	14300000	8	-0.664311	Central
7A	14330000	14	-2.35754	Central
7A	14360000	7	-0.867253	Central
7A	14440000	17	-0.0271119	Central
7A	14520000	5	-1.07066	Central
7A	14540000	2	1.02338	Central
7A	14610000	7	1.53334	Central
7A	14620000	3	-0.421055	Central
7A	14730000	3	-1.56654	Central
7A	14790000	2	-1.33876	Central
7A	14810000	8	1.51646	Central
7A	14910000	1	-0.822346	Central
7A	14930000	16	1.31397	Central
7A	15000000	5	-0.53288	Central
7A	15030000	1	-0.995377	Central
7A	15080000	51	-0.532716	Central
7A	15090000	2	-1.33876	Central
7A	15100000	6	0.418476	Central
7A	15120000	4	-1.07543	Central
7A	15130000	4	0.180742	Central
7A	15190000	2	-0.938211	Central
7A	15210000	1	-0.908196	Central
7A	15230000	2	-1.28013	Central
7A	15250000	25	-1.3	Central
7A	15270000	1	-0.492256	Central
7A	15280000	1	-0.737827	Central
7A	15310000	3	-1.1612	Central
7A	15350000	4	-1.00207	Central
7A	15410000	3	-1.5208	Central
7A	15440000	7	0.0486646	Central
7A	15520000	45	0.849148	Central
7A	15530000	38	-0.405266	Central
7A	15540000	31	-0.344606	Central
7A	15600000	16	-0.0662199	Central
7A	15610000	22	-0.545302	Central
7A	15630000	3	0.359941	Central
7A	15660000	1	-0.995377	Central
7A	15670000	2	-0.993259	Central
7A	15680000	8	-0.627201	Central
7A	15690000	7	0.99056	Central
7A	15700000	4	-1.54548	Central
7A	15740000	1	-0.258664	Central
7A	15790000	5	-0.146329	Central
7A	15810000	5	-0.133103	Central
7A	15820000	1	0.433459	Central
7A	15840000	2	-0.55556	Central
7A	15950000	1	1.90289	Central
7A	16020000	2	-1.28013	Central
7A	16030000	1	-0.572782	Central
7A	16060000	7	-1.1719	Central
7A	16160000	2	-0.125469	Central
7A	16180000	2	-1.33876	Central
7A	16240000	4	-1.14358	Central
7A	16290000	17	0.321001	Central
7A	16300000	14	-1.27469	Central
7A	16310000	1	0.433459	Central
7A	16390000	17	-1.02706	Central
7A	16520000	7	-0.338445	Central
7A	16590000	5	-0.821109	Central
7A	16600000	11	0.754362	Central
7A	16610000	3	0.0024354	Central
7A	16620000	7	-1.49269	Central
7A	16640000	12	-1.30958	Central
7A	16650000	6	-1.43548	Central
7A	16690000	76	0.00566715	Central
7A	16700000	36	0.0412909	Central
7A	16720000	8	0.671841	Central
7A	16730000	11	0.37946	Central
7A	16740000	1	-0.908196	Central
7A	16750000	37	-1.19916	Central
7A	16790000	1	-0.995377	Central
7A	16830000	11	0.447052	Central
7A	16880000	4	0.131736	Central
7A	16890000	2	0.725314	Central
7A	16920000	7	0.255897	Central
7A	16990000	1	-0.737827	Central
7A	17150000	1	-0.413061	Central
7A	17190000	3	0.163732	Central
7A	17230000	5	-1.25907	Central
7A	17260000	11	0.868554	Central
7A	17270000	2	-0.377884	Central
7A	17300000	1	-0.737827	Central
7A	17310000	2	-0.770381	Central
7A	17320000	23	1.1188	Central
7A	17330000	54	2.05871	Central
7A	17340000	34	1.66943	Central
7A	17350000	8	0.954451	Central
7A	17360000	10	-0.888593	Central
7A	17370000	1	1.86096	Central
7A	17380000	10	1.23963	Central
7A	17390000	16	1.30797	Central
7A	17410000	4	1.65266	Central
7A	17420000	14	-0.0734886	Central
7A	17440000	36	-1.38031	Central
7A	17460000	16	-0.302617	Central
7A	17480000	1	-0.737827	Central
7A	17590000	5	-0.327501	Central
7A	17680000	11	-1.72637	Central
7A	17690000	19	-0.716502	Central
7A	17710000	10	-0.781903	Central
7A	17770000	24	-1.07874	Central
7A	17790000	8	-0.295884	Central
7A	17800000	12	-0.390061	Central
7A	17840000	4	-1.0273	Central
7A	18030000	6	-1.09414	Central
7A	18060000	3	-1.42933	Central
7A	18130000	7	-1.45549	Central
7A	18430000	33	-1.75427	Central
7A	18730000	31	-1.23248	Central
7A	18770000	25	-1.62156	Central
7A	18790000	33	-2.17883	Central
7A	18840000	2	0.250021	Central
7A	18870000	48	-0.26943	Central
7A	18880000	4	0.474487	Central
7A	18960000	13	-0.44569	Central
7A	18980000	4	-0.14635	Central
7A	18990000	1	-0.654639	Central
7A	19000000	90	-1.01956	Central
7A	19010000	6	-1.38735	Central
7A	19020000	20	-2.16876	Central
7A	19040000	1	-0.335197	Central
7A	19080000	8	0.00938498	Central
7A	19140000	18	-1.03676	Central
7A	19150000	6	-0.926	Central
7A	19160000	9	-1.30907	Central
7A	19170000	14	-0.918476	Central
7A	19180000	3	-1.25267	Central
7A	19210000	10	-0.129708	Central
7A	19230000	7	1.05078	Central
7A	19250000	65	-0.172474	Central
7A	19260000	4	-1.73484	Central
7A	19300000	4	-0.284379	Central
7A	19310000	4	-1.14097	Central
7A	19360000	2	-1.22151	Central
7A	19370000	56	-0.720153	Central
7A	19380000	24	0.816295	Central
7A	19390000	15	-2.15222	Central
7A	19410000	15	-0.172142	Central
7A	19420000	19	-0.811703	Central
7A	19440000	15	-1.73309	Central
7A	19470000	5	-0.687351	Central
7A	19480000	42	0.921068	Central
7A	19490000	5	-1.02399	Central
7A	19500000	1	0.172582	Central
7A	19510000	22	-1.78314	Central
7A	19520000	3	-0.902151	Central
7A	19540000	29	-1.7734	Central
7A	19690000	2	-1.05099	Central
7A	19710000	1	-0.822346	Central
7A	19780000	3	-1.11826	Central
7A	19810000	2	-0.0578897	Central
7A	19840000	8	-0.890721	Central
7A	19850000	24	-1.17309	Central
7A	19890000	31	-1.21222	Central
7A	19900000	29	0.104525	Central
7A	19930000	47	-0.402726	Central
7A	19950000	48	0.671691	Central
7A	19960000	63	1.03206	Central
7A	19970000	12	-0.667342	Central
7A	20020000	15	-1.50595	Central
7A	20030000	15	-1.81222	Central
7A	20040000	59	-1.98918	Central
7A	20060000	17	1.37882	Central
7A	20070000	16	-0.159682	Central
7A	20090000	28	-1.48331	Central
7A	20110000	51	-1.98263	Central
7A	20150000	1	-0.995377	Central
7A	20170000	17	-0.14374	Central
7A	20180000	10	-1.26306	Central
7A	20220000	2	-0.880477	Central
7A	20260000	27	-1.49874	Central
7A	20270000	3	-0.873871	Central
7A	20290000	19	-0.939176	Central
7A	20400000	12	-1.29848	Central
7A	20440000	65	1.29904	Central
7A	20450000	32	-0.913481	Central
7A	20460000	22	-1.25174	Central
7A	20480000	44	-0.0448685	Central
7A	20490000	140	-0.999097	Central
7A	20510000	10	-1.0429	Central
7A	20550000	58	-1.00874	Central
7A	20580000	3	-0.998509	Central
7A	20590000	73	-1.24519	Central
7A	20600000	42	-1.18256	Central
7A	20610000	1	1.48762	Central
7A	20650000	77	-1.31583	Central
7A	20660000	3	0.604678	Central
7A	20670000	27	0.978685	Central
7A	20700000	33	0.2227	Central
7A	20720000	15	-1.61532	Central
7A	20730000	35	-1.09874	Central
7A	20770000	1	-0.908196	Central
7A	20780000	2	-0.197076	Central
7A	20910000	81	-1.77379	Central
7A	20960000	73	-0.753745	Central
7A	20980000	44	-1.33646	Central
7A	21000000	3	-1.33926	Central
7A	21100000	3	-1.47507	Central
7A	21170000	4	-0.951902	Central
7A	21180000	33	-0.590987	Central
7A	21190000	5	-0.600258	Central
7A	21200000	4	-0.902897	Central
7A	21240000	35	-1.40678	Central
7A	21250000	23	-1.60142	Central
7A	21260000	24	0.508904	Central
7A	21350000	31	-0.700224	Central
7A	21440000	9	-1.08826	Central
7A	21510000	9	-1.93314	Central
7A	21530000	25	-1.74879	Central
7A	21600000	5	-1.0452	Central
7A	21710000	5	-0.489958	Central
7A	21770000	9	-1.39172	Central
7A	21790000	34	0.40227	Central
7A	21850000	6	0.0624106	Central
7A	21860000	2	-0.450834	Central
7A	21890000	3	-1.5208	Central
7A	21950000	4	-0.175348	Central
7A	22030000	2	-1.22151	Central
7A	22150000	2	-0.670131	Central
7A	22160000	9	-1.26252	Central
7A	22180000	14	0.655224	Central
7A	22190000	13	-0.313421	Central
7A	22220000	1	-0.258664	Central
7A	22230000	12	-1.83082	Central
7A	22240000	2	-1.10694	Central
7A	22270000	3	-1.38499	Central
7A	22360000	1	-0.492256	Central
7A	22370000	12	-0.863999	Central
7A	22380000	21	0.373981	Central
7A	22530000	1	0.239798	Central
7A	22540000	12	-1.54165	Central
7A	22620000	10	-1.64025	Central
7A	22630000	4	-0.591173	Central
7A	22660000	5	-1.63838	Central
7A	22700000	11	-0.928287	Central
7A	22710000	1	-0.822346	Central
7A	22780000	1	-0.995377	Central
7A	22830000	17	-1.59849	Central
7A	22840000	2	-0.556455	Central
7A	22860000	18	-1.11238	Central
7A	22870000	3	-0.899008	Central
7A	22880000	37	0.332983	Central
7A	22890000	11	0.813837	Central
7A	22910000	44	1.06341	Central
7A	22920000	16	-0.61633	Central
7A	22930000	57	1.59733	Central
7A	22940000	25	-1.2978	Central
7A	22960000	15	-1.28558	Central
7A	22970000	6	-0.410804	Central
7A	22980000	4	-0.643658	Central
7A	23120000	8	-1.83311	Central
7A	23140000	12	-0.821401	Central
7A	23150000	10	0.822967	Central
7A	23190000	20	1.60274	Central
7A	23230000	20	-0.524692	Central
7A	23320000	34	1.15787	Central
7A	23330000	7	1.77541	Central
7A	23350000	19	-1.22702	Central
7A	23410000	3	-1.56654	Central
7A	23420000	1	-0.908196	Central
7A	23460000	1	-0.654639	Central
7A	23470000	7	-1.62848	Central
7A	23510000	10	-1.8262	Central
7A	23520000	3	-1.20554	Central
7A	23740000	2	-1.22151	Central
7A	23790000	5	-1.54181	Central
7A	24350000	7	-1.72767	Central
7A	24420000	8	-1.81509	Central
7A	24450000	2	-0.662075	Central
7A	24480000	26	-2.25912	Central
7A	24500000	14	-1.8981	Central
7A	24580000	12	-1.24255	Central
7A	24590000	3	0.502384	Central
7A	24620000	6	-0.656973	Central
7A	24630000	1	-0.995377	Central
7A	24680000	2	-1.10962	Central
7A	24750000	2	-1.33876	Central
7A	24760000	1	-0.822346	Central
7A	24800000	5	0.74481	Central
7A	24920000	9	0.455669	Central
7A	24950000	1	-0.572782	Central
7A	24960000	3	-1.56654	Central
7A	24990000	1	-0.995377	Central
7A	25030000	1	-0.995377	Central
7A	25040000	15	-1.41066	Central
7A	25090000	1	-0.737827	Central
7A	25100000	3	-1.29701	Central
7A	25110000	8	-1.19064	Central
7A	25130000	10	-0.402913	Central
7A	25200000	3	0.649017	Central
7A	25210000	1	-0.995377	Central
7A	25220000	1	-0.995377	Central
7A	25310000	1	-0.995377	Central
7A	25350000	14	-2.14762	Central
7A	25360000	6	-0.619608	Central
7A	25370000	2	2.06929	Central
7A	25530000	4	-0.443285	Central
7A	25700000	32	-1.07112	Central
7A	25710000	10	-1.62593	Central
7A	25740000	4	0.231778	Central
7A	25750000	7	0.114003	Central
7A	25800000	8	-0.95388	Central
7A	25850000	10	1.57884	Central
7A	25860000	4	1.65788	Central
7A	25870000	24	-1.33412	Central
7A	25890000	14	-0.778184	Central
7A	25920000	4	-0.235373	Central
7A	25950000	2	-0.608818	Central
7A	26020000	4	-0.930444	Central
7A	26030000	18	0.0833951	Central
7A	26040000	19	0.612727	Central
7A	26050000	24	2.08063	Central
7A	26060000	1	1.3046	Central
7A	26090000	15	-1.31068	Central
7A	26100000	11	1.68945	Central
7A	26120000	2	-1.00042	Central
7A	26170000	2	-0.770381	Central
7A	26230000	1	-0.413061	Central
7A	26240000	22	0.971596	Central
7A	26300000	21	0.214439	Central
7A	26310000	2	-0.716228	Central
7A	26320000	10	1.29674	Central
7A	26340000	1	-0.335197	Central
7A	26410000	3	1.30747	Central
7A	26420000	6	0.786849	Central
7A	26440000	1	-0.335197	Central
7A	26470000	3	-1.26105	Central
7A	26510000	4	-1.65886	Central
7A	26660000	3	-1.11756	Central
7A	26720000	3	-1.34205	Central
7A	26740000	1	-0.995377	Central
7A	26760000	2	-0.770381	Central
7A	26780000	3	2.02248	Central
7A	26790000	2	-1.33876	Central
7A	26820000	9	0.9708	Central
7A	26830000	3	0.263931	Central
7A	26870000	6	1.98187	Central
7A	26880000	16	1.0044	Central
7A	26970000	3	0.575002	Central
7A	27030000	5	1.8593	Central
7A	27050000	4	-1.17895	Central
