CHROM	BIN_START	N_SNPS	TajimaD	Region
4A	4790000	3	-1.2202	Central
4A	4810000	3	0.930064	Central
4A	4820000	3	0.830912	Central
4A	4830000	1	-0.908196	Central
4A	4840000	8	-1.28948	Central
4A	4870000	2	-0.992364	Central
4A	5040000	1	0.992482	Central
4A	5060000	6	-1.69022	Central
4A	5190000	2	0.147086	Central
4A	5200000	1	-0.335197	Central
4A	5220000	4	-1.07021	Central
4A	5340000	1	0.891325	Central
4A	5520000	12	-0.701708	Central
4A	5740000	3	-1.07532	Central
4A	5780000	10	-1.32635	Central
4A	5830000	11	-1.58237	Central
4A	5910000	1	-0.995377	Central
4A	5970000	1	-0.0370517	Central
4A	6010000	13	-0.332299	Central
4A	6270000	1	-0.822346	Central
4A	6340000	2	-1.22151	Central
4A	6530000	1	-0.995377	Central
4A	6540000	2	-0.463813	Central
4A	6630000	2	-1.28013	Central
4A	6800000	7	-1.57889	Central
4A	6890000	7	-1.95773	Central
4A	6930000	7	-1.73003	Central
4A	7140000	2	-1.33876	Central
4A	7150000	5	0.68966	Central
4A	7160000	2	-1.28013	Central
4A	7170000	1	-0.737827	Central
4A	7320000	1	-0.995377	Central
4A	7340000	2	1.5846	Central
4A	7350000	1	1.26401	Central
4A	7400000	1	0.729608	Central
4A	7460000	1	-0.737827	Central
4A	7580000	2	-0.894799	Central
4A	7590000	1	-0.995377	Central
4A	7730000	1	-0.0370517	Central
4A	7880000	9	-1.83776	Central
4A	8580000	1	-0.109592	Central
4A	8590000	2	-1.10694	Central
4A	8760000	1	-0.995377	Central
4A	8870000	1	-0.413061	Central
4A	8880000	1	-0.908196	Central
4A	8960000	3	-1.20903	Central
4A	9040000	1	-0.654639	Central
4A	9390000	4	-1.2181	Central
4A	9480000	4	-1.65886	Central
4A	9620000	17	1.19812	Central
4A	10230000	1	-0.908196	Central
4A	10630000	1	-0.908196	Central
4A	10930000	2	-0.93642	Central
4A	11170000	8	-1.90216	Central
4A	11180000	5	-1.5453	Central
4A	11290000	1	-0.822346	Central
4A	11310000	2	-1.0492	Central
4A	11360000	14	-1.72675	Central
4A	11380000	5	-1.47842	Central
4A	11600000	4	-1.32452	Central
4A	11640000	9	-1.34533	Central
4A	11670000	22	-1.98682	Central
4A	11710000	1	-0.908196	Central
4A	11770000	2	0.490353	Central
4A	11800000	1	-0.737827	Central
4A	11810000	3	-1.34484	Central
4A	11840000	2	0.411137	Central
4A	11980000	1	-0.908196	Central
4A	12150000	4	-0.417767	Central
4A	12160000	7	1.77698	Central
4A	12190000	1	1.90089	Central
4A	12370000	2	-0.770381	Central
4A	12380000	4	-1.08355	Central
4A	12390000	14	-1.17885	Central
4A	12400000	3	-1.16958	Central
4A	12470000	4	-1.58347	Central
4A	12520000	2	-1.10604	Central
4A	12550000	4	-1.17953	Central
4A	12600000	6	0.296271	Central
4A	12620000	1	-0.654639	Central
4A	12650000	1	-0.908196	Central
4A	12680000	1	-0.822346	Central
4A	12690000	4	3.04802	Central
4A	13250000	13	-2.01686	Central
4A	13260000	1	1.66331	Central
4A	13310000	2	-1.22151	Central
4A	13430000	2	-1.22151	Central
4A	13510000	2	-1.10604	Central
4A	13520000	2	-0.992364	Central
4A	13560000	3	-1.16609	Central
4A	13650000	7	-1.58283	Central
4A	13740000	16	-1.66273	Central
4A	13750000	1	-0.413061	Central
4A	14020000	10	-1.41119	Central
4A	14170000	1	-0.492256	Central
4A	14350000	1	0.172582	Central
4A	14790000	1	-0.995377	Central
4A	14830000	2	0.186022	Central
4A	15390000	5	-0.983316	Central
4A	15490000	2	-0.662075	Central
4A	15640000	4	-1.07021	Central
4A	15780000	1	-0.822346	Central
4A	15930000	2	-0.992364	Central
4A	16030000	5	-1.29675	Central
4A	16040000	2	-0.993259	Central
4A	16200000	1	-0.737827	Central
4A	16240000	1	-0.908196	Central
4A	16250000	7	-1.55508	Central
4A	16260000	1	-0.492256	Central
4A	16460000	2	-1.16377	Central
4A	16470000	3	0.861635	Central
4A	16490000	4	-1.69685	Central
4A	16500000	9	-1.07372	Central
4A	16510000	5	-1.44723	Central
4A	16820000	1	1.22208	Central
4A	16840000	3	-1.1612	Central
4A	16880000	4	-1.50866	Central
4A	16950000	1	1.34387	Central
4A	16960000	1	-0.995377	Central
4A	16970000	2	-0.993259	Central
4A	17030000	3	-1.42933	Central
4A	17250000	2	1.6401	Central
4A	17260000	1	-0.995377	Central
4A	17380000	4	-1.435	Central
4A	17390000	7	-0.826121	Central
4A	17400000	1	-0.908196	Central
4A	17720000	11	-1.97462	Central
4A	17730000	4	1.79388	Central
4A	17760000	4	1.55175	Central
4A	17790000	3	2.35764	Central
4A	17800000	4	1.58567	Central
4A	17840000	8	-1.27877	Central
4A	17850000	8	0.603508	Central
4A	17880000	1	-0.995377	Central
4A	17890000	33	-0.696116	Central
4A	17970000	1	-0.492256	Central
4A	17980000	1	-0.908196	Central
4A	18000000	5	-0.299302	Central
4A	18010000	52	-1.90114	Central
4A	18020000	8	-1.72231	Central
4A	18050000	8	-1.62918	Central
4A	18110000	29	-2.10012	Central
4A	18120000	4	-1.47067	Central
4A	18260000	33	-1.72117	Central
4A	18270000	101	-1.83946	Central
4A	18290000	2	-1.33876	Central
4A	18300000	8	-1.76728	Central
4A	18910000	4	-1.62088	Central
4A	19280000	1	-0.822346	Central
4A	19650000	3	-0.604346	Central
4A	20070000	1	-0.822346	Central
4A	20260000	4	-1.21868	Central
4A	20570000	1	-0.258664	Central
4A	21020000	5	-0.95312	Central
4A	21040000	1	-0.995377	Central
4A	21060000	6	-1.14294	Central
4A	21070000	3	-0.411977	Central
4A	21200000	1	-0.0370517	Central
4A	21210000	7	-0.561619	Central
4A	21220000	1	-0.737827	Central
4A	21620000	1	-0.908196	Central
4A	21630000	1	-0.737827	Central
4A	21860000	6	-1.79968	Central
4A	22640000	4	-1.62088	Central
4A	22710000	8	-1.94855	Central
4A	23320000	1	-0.908196	Central
4A	23390000	1	-0.822346	Central
4A	23590000	1	-0.995377	Central
4A	23610000	3	-1.5208	Central
4A	23840000	2	-0.992364	Central
4A	24030000	1	0.433459	Central
4A	24210000	7	-0.742874	Central
4A	24220000	3	-0.450032	Central
4A	24240000	6	-1.801	Central
4A	24450000	1	-0.995377	Central
4A	24500000	1	-0.995377	Central
4A	24560000	1	-0.908196	Central
4A	24720000	6	-1.97244	Central
4A	24750000	13	-1.63476	Central
4A	24760000	28	-1.57457	Central
4A	24800000	2	-0.93642	Central
4A	24820000	9	-1.73633	Central
4A	24830000	4	-1.43616	Central
4A	24850000	5	-1.70476	Central
4A	24860000	7	-1.07134	Central
4A	24900000	11	1.85808	Central
4A	24910000	3	-0.783797	Central
4A	24930000	6	-0.956771	Central
4A	24940000	3	0.178744	Central
4A	25020000	9	-0.205313	Central
4A	25040000	5	-0.484967	Central
4A	25200000	2	2.00484	Central
4A	25210000	1	-0.737827	Central
4A	25300000	1	-0.908196	Central
4A	25490000	4	-0.479532	Central
4A	25590000	1	1.79109	Central
4A	25700000	1	1.80772	Central
4A	25750000	17	-1.17587	Central
4A	25780000	2	0.436647	Central
4A	25800000	2	2.51549	Central
4A	26030000	1	-0.908196	Central
4A	26060000	7	-0.876306	Central
4A	26070000	2	-1.05099	Central
4A	26090000	1	-0.654639	Central
4A	26320000	5	1.78493	Central
4A	26460000	1	-0.737827	Central
4A	26540000	24	1.66092	Central
4A	26620000	4	-0.795896	Central
4A	26830000	1	-0.995377	Central
4A	26970000	1	-0.995377	Central
4A	27100000	1	-0.908196	Central
4A	27170000	1	1.86096	Central
4A	27350000	1	-0.995377	Central
4A	27570000	1	-0.995377	Central
4A	27650000	1	-0.737827	Central
4A	27670000	2	0.624616	Central
4A	27680000	5	0.849122	Central
4A	27760000	3	1.6765	Central
4A	27920000	1	-0.822346	Central
4A	28180000	3	1.04877	Central
4A	28240000	2	1.05784	Central
4A	28250000	8	1.40192	Central
4A	28560000	14	0.387571	Central
4A	28600000	8	0.527682	Central
4A	28680000	2	-1.10604	Central
4A	28750000	1	-0.995377	Central
4A	28880000	1	-0.737827	Central
4A	28890000	1	-0.995377	Central
4A	28990000	2	-0.504987	Central
4A	29020000	6	0.220442	Central
4A	29060000	8	-0.810969	Central
4A	29070000	2	-0.784703	Central
4A	29080000	4	2.11053	Central
4A	29150000	8	-1.76513	Central
4A	29160000	4	-0.50389	Central
4A	29290000	1	1.45368	Central
4A	29300000	8	-0.831308	Central
4A	29380000	8	3.24423	Central
4A	29790000	4	3.18721	Central
4A	30040000	2	-1.10604	Central
4A	30130000	1	1.82303	Central
4A	30140000	39	-1.61304	Central
4A	30290000	3	1.38393	Central
4A	30390000	7	0.786279	Central
4A	30400000	1	1.61007	Central
4A	31150000	2	-1.22151	Central
4A	31210000	1	-0.908196	Central
4A	31390000	1	-0.995377	Central
4A	31400000	1	-0.995377	Central
4A	31590000	1	-0.908196	Central
4A	31780000	15	-1.60102	Central
4A	31960000	2	-0.770381	Central
4A	32650000	3	-1.20554	Central
4A	32670000	1	-0.995377	Central
4A	33070000	1	0.172582	Central
4A	33860000	1	0.784845	Central
4A	33940000	9	-2.19855	Central
4A	33960000	4	-1.73484	Central
4A	34020000	2	-0.880477	Central
4A	34250000	4	-1.40513	Central
4A	34290000	1	-0.572782	Central
4A	34660000	3	-0.530331	Central
4A	34680000	1	-0.908196	Central
4A	34740000	2	-1.33876	Central
4A	34780000	1	-0.995377	Central
4A	35170000	6	-1.43548	Central
4A	35620000	2	-0.521099	Central
4A	35870000	3	-1.43143	Central
4A	36210000	1	-0.908196	Central
4A	36370000	1	-0.654639	Central
4A	36380000	1	-0.413061	Central
4A	36390000	1	-0.492256	Central
4A	36410000	1	-0.822346	Central
4A	36670000	1	-0.654639	Central
4A	37050000	1	1.83701	Central
4A	37300000	4	1.06604	Central
4A	37310000	1	0.305682	Central
4A	37340000	2	-1.33876	Central
4A	37770000	4	-0.955672	Central
4A	37800000	2	-1.16556	Central
4A	37820000	5	-0.901713	Central
4A	37900000	24	-1.66535	Central
4A	37990000	4	-1.10704	Central
4A	38330000	5	-1.44972	Central
4A	38360000	7	1.29777	Central
4A	38370000	1	-0.822346	Central
4A	38640000	6	-1.06139	Central
4A	38650000	1	-0.822346	Central
4A	38660000	1	-0.995377	Central
4A	38670000	1	-0.822346	Central
4A	38680000	1	-0.654639	Central
4A	38690000	1	1.22208	Central
4A	38700000	6	-1.60164	Central
4A	38710000	3	-0.904245	Central
4A	38740000	1	-0.995377	Central
4A	38770000	2	2.51639	Central
4A	38810000	7	-0.724571	Central
4A	38820000	5	-0.160803	Central
4A	38840000	1	0.172582	Central
4A	39050000	5	-1.41528	Central
4A	39360000	1	-0.908196	Central
4A	39380000	2	-0.553322	Central
4A	39520000	4	-1.58289	Central
4A	39540000	2	1.75377	Central
4A	40240000	1	-0.908196	Central
4A	40250000	1	0.67304	Central
4A	40410000	32	-0.402153	Central
4A	40430000	6	1.76757	Central
4A	40440000	4	1.43576	Central
4A	40450000	7	2.55396	Central
4A	40490000	5	-1.19668	Central
4A	40530000	1	0.370236	Central
4A	40540000	6	-0.449928	Central
4A	40860000	1	-0.654639	Central
4A	40870000	4	0.777802	Central
4A	41110000	3	2.86911	Central
4A	41700000	1	-0.908196	Central
4A	41910000	5	0.195553	Central
4A	41920000	1	-0.908196	Central
4A	41930000	1	1.71123	Central
4A	41940000	1	1.84965	Central
4A	41950000	2	2.49356	Central
4A	41960000	1	-0.737827	Central
4A	41970000	3	0.0928591	Central
4A	42120000	2	-1.16556	Central
4A	42260000	2	-1.05457	Central
4A	42270000	6	-1.5223	Central
4A	42610000	2	0.5821	Central
4A	42780000	2	0.683245	Central
4A	42900000	1	-0.995377	Central
4A	43030000	3	2.12792	Central
4A	43060000	2	-1.28013	Central
4A	43230000	2	0.54003	Central
4A	43280000	3	2.7148	Central
4A	43360000	4	1.86782	Central
4A	43690000	4	0.720966	Central
4A	44990000	1	1.63735	Central
4A	45000000	1	-0.822346	Central
4A	45110000	3	-1.29422	Central
4A	45140000	5	1.31004	Central
4A	45150000	1	-0.995377	Central
4A	45340000	4	-0.195646	Central
4A	45350000	1	-0.995377	Central
4A	45410000	2	-1.33876	Central
4A	45680000	6	-1.35306	Central
4A	45740000	5	2.34317	Central
4A	45750000	2	0.23928	Central
4A	45840000	11	1.6087	Central
4A	45850000	3	-0.0960182	Central
4A	45870000	24	0.471562	Central
4A	46040000	2	1.67187	Central
4A	46050000	2	-1.16377	Central
4A	46070000	1	-0.995377	Central
4A	46140000	14	-0.833377	Central
4A	46210000	3	-1.33926	Central
4A	46270000	1	-0.995377	Central
4A	46280000	15	-2.28244	Central
4A	46290000	8	-1.95176	Central
4A	46410000	1	-0.995377	Central
4A	46420000	2	-0.880477	Central
4A	46430000	3	-1.56654	Central
4A	46570000	10	-1.5328	Central
4A	46610000	10	-1.81023	Central
4A	46620000	1	-0.908196	Central
4A	46630000	2	-1.10694	Central
4A	46640000	1	-0.492256	Central
4A	46680000	1	-0.492256	Central
4A	47090000	3	-0.165145	Central
4A	47100000	1	-0.737827	Central
4A	47130000	19	-1.19215	Central
4A	47140000	21	-1.38025	Central
4A	47150000	19	-1.2566	Central
4A	47280000	9	-0.0883715	Central
4A	47370000	1	-0.995377	Central
4A	47390000	6	-0.920285	Central
4A	47430000	1	-0.995377	Central
4A	47640000	7	-1.82962	Central
4A	47650000	5	-1.83353	Central
4A	47740000	1	-0.908196	Central
4A	47760000	1	-0.654639	Central
4A	48140000	5	-1.07839	Central
4A	48150000	5	-1.60669	Central
4A	48160000	1	-0.995377	Central
4A	48290000	2	-1.05099	Central
4A	48520000	9	-1.63262	Central
4A	48530000	15	-2.17798	Central
4A	48880000	8	-1.40402	Central
4A	48890000	4	-1.22274	Central
4A	48900000	1	-0.654639	Central
4A	49040000	2	-0.504987	Central
4A	49250000	3	-1.29701	Central
4A	49260000	2	-1.16556	Central
4A	49490000	2	-1.28013	Central
4A	50230000	2	-0.377884	Central
4A	50380000	1	-0.995377	Central
4A	51130000	2	-1.33876	Central
4A	51140000	4	-1.39701	Central
4A	51370000	2	-1.2224	Central
4A	51570000	1	-0.908196	Central
4A	52270000	2	2.35885	Central
4A	52600000	1	-0.995377	Central
4A	53080000	3	-1.56654	Central
4A	53390000	10	-1.8815	Central
4A	53570000	1	-0.995377	Central
4A	53750000	3	-1.56654	Central
4A	54100000	1	-0.908196	Central
4A	55570000	1	0.370236	Central
4A	55790000	1	-0.995377	Central
4A	56480000	1	-0.413061	Central
4A	56500000	1	-0.908196	Central
4A	57510000	5	-1.0739	Central
4A	57520000	1	-0.335197	Central
4A	58100000	1	-0.908196	Central
4A	58340000	1	-0.995377	Central
4A	58530000	1	-0.654639	Central
4A	58550000	9	-1.75806	Central
4A	58560000	2	-1.33876	Central
4A	58870000	1	-0.654639	Central
4A	58910000	5	-1.5478	Central
4A	59280000	6	0.0202103	Central
4A	59320000	4	3.10109	Central
4A	59660000	1	-0.908196	Central
4A	59670000	2	0.941926	Central
4A	60010000	5	-0.491205	Central
4A	60020000	3	-1.03866	Central
4A	60030000	6	-0.530152	Central
4A	60040000	1	-0.995377	Central
4A	60090000	1	-0.995377	Central
4A	60140000	1	1.86096	Central
4A	60340000	1	-0.654639	Central
4A	60660000	5	3.51605	Central
4A	60670000	1	1.8796	Central
4A	60730000	1	-0.995377	Central
4A	60740000	1	-0.995377	Central
4A	60870000	1	1.80772	Central
4A	60880000	1	1.84965	Central
4A	60890000	1	-0.995377	Central
4A	60920000	1	-0.822346	Central
4A	60930000	6	-1.83023	Central
4A	60940000	1	-0.737827	Central
4A	61310000	2	-0.025219	Central
4A	61350000	1	-0.737827	Central
4A	61590000	10	-1.325	Central
4A	61880000	1	-0.995377	Central
4A	61910000	1	-0.995377	Central
4A	62190000	1	-0.822346	Central
4A	62220000	1	-0.995377	Central
4A	62290000	4	-1.58289	Central
4A	62300000	7	-1.63242	Central
4A	62540000	4	-1.65886	Central
4A	62550000	2	-1.28013	Central
4A	62560000	2	-0.992364	Central
4A	63010000	4	-0.756749	Central
4A	63080000	5	-1.70277	Central
4A	63100000	1	-0.908196	Central
4A	63290000	1	-0.822346	Central
4A	63440000	6	-1.91485	Central
4A	63520000	1	-0.335197	Central
4A	63530000	5	-0.758223	Central
4A	63540000	1	-0.654639	Central
4A	63810000	2	-1.2224	Central
4A	63820000	1	-0.908196	Central
4A	64140000	2	-1.22151	Central
4A	64240000	2	-1.33876	Central
4A	64560000	2	-1.22151	Central
4A	64810000	1	-0.995377	Central
4A	64950000	1	0.555912	Central
4A	65710000	1	0.433459	Central
4A	66140000	3	0.581985	Central
4A	66330000	1	0.433459	Central
4A	66550000	7	0.500326	Central
4A	66580000	3	0.375302	Central
4A	66600000	6	0.837621	Central
4A	66760000	3	0.77959	Central
4A	66770000	8	0.548735	Central
4A	66800000	6	-0.799838	Central
4A	66890000	2	0.0459407	Central
4A	66910000	3	0.144181	Central
4A	66920000	2	0.540478	Central
4A	66930000	20	-1.14083	Central
4A	66980000	3	-1.47507	Central
4A	67260000	7	0.00950094	Central
4A	67290000	1	0.239798	Central
4A	67340000	1	-0.737827	Central
4A	67350000	2	-0.992364	Central
4A	67410000	3	-1.29422	Central
4A	67740000	5	-1.73546	Central
4A	67890000	15	0.0122115	Central
4A	67990000	1	0.305682	Central
4A	68120000	2	-1.28013	Central
4A	68140000	1	-0.109592	Central
4A	68150000	11	-1.21601	Central
4A	68450000	2	0.0378849	Central
4A	68460000	11	-1.77535	Central
4A	68560000	4	-0.0213709	Central
4A	68680000	1	-0.258664	Central
4A	68690000	1	0.838751	Central
4A	69260000	2	-0.0699734	Central
4A	69310000	1	-0.737827	Central
4A	69320000	3	-0.0645968	Central
4A	69440000	2	-1.10604	Central
4A	70310000	10	0.568901	Central
4A	70320000	1	-0.908196	Central
4A	70380000	3	-1.34065	Central
4A	70810000	2	-0.8308	Central
4A	70970000	5	-0.166792	Central
4A	71120000	1	-0.258664	Central
4A	71160000	3	-0.531029	Central
4A	71250000	10	-1.01291	Central
4A	71750000	11	-0.899459	Central
4A	71770000	1	-0.908196	Central
4A	71990000	3	0.547421	Central
4A	72020000	2	-0.73413	Central
4A	72290000	4	-1.08819	Central
4A	72300000	2	-0.827219	Central
4A	72570000	1	-0.413061	Central
4A	72880000	3	-1.1633	Central
4A	72920000	1	-0.995377	Central
4A	72970000	1	-0.995377	Central
4A	73130000	1	-0.492256	Central
4A	73240000	3	-0.965342	Central
4A	73450000	5	-0.590526	Central
4A	73580000	1	-0.822346	Central
4A	74000000	1	-0.335197	Central
4A	74010000	1	-0.822346	Central
4A	74150000	1	-0.822346	Central
4A	74160000	7	-1.98352	Central
4A	74600000	3	-0.693024	Central
4A	74780000	3	-1.34484	Central
4A	74790000	2	-1.33876	Central
4A	75250000	1	-0.908196	Central
4A	75340000	7	-1.07291	Central
4A	75350000	5	-1.09237	Central
4A	75410000	3	-1.56654	Central
4A	75420000	2	-1.22151	Central
4A	75430000	3	-1.33995	Central
4A	75460000	8	-1.53997	Central
4A	75830000	3	-1.38499	Central
4A	75920000	1	-0.995377	Central
4A	75970000	3	-1.11896	Central
4A	76420000	4	-0.723982	Central
4A	76600000	19	-2.3948	Central
4A	76620000	3	-1.42933	Central
4A	76710000	1	-0.908196	Central
4A	76920000	2	-1.10694	Central
4A	76930000	6	-1.57725	Central
4A	76940000	1	-0.908196	Central
4A	77890000	8	-1.49323	Central
4A	78160000	3	-0.947188	Central
4A	78250000	1	-0.737827	Central
4A	78270000	1	-0.572782	Central
4A	78280000	10	-2.19464	Central
4A	79050000	3	-1.1633	Central
4A	79080000	1	-0.908196	Central
4A	80020000	4	-1.54548	Central
4A	80130000	2	-1.2224	Central
4A	80140000	2	-0.83617	Central
4A	80170000	1	-0.737827	Central
4A	80410000	1	-0.995377	Central
4A	80450000	1	-0.995377	Central
4A	80650000	1	-0.908196	Central
4A	80840000	3	-0.993622	Central
4A	81270000	9	-1.71298	Central
4A	81280000	5	-1.29026	Central
4A	81760000	1	-0.908196	Central
4A	81800000	1	0.433459	Central
4A	81810000	3	0.774703	Central
4A	82250000	3	-1.29422	Central
4A	82260000	4	-1.07079	Central
4A	82380000	3	-1.56654	Central
4A	82400000	3	0.778892	Central
4A	82650000	2	0.706965	Central
4A	82730000	3	-0.201454	Central
4A	83320000	4	0.832317	Central
4A	83350000	1	0.433459	Central
4A	83400000	1	-0.183462	Central
4A	83510000	1	-0.822346	Central
4A	83570000	2	0.497961	Central
4A	83750000	2	-0.319256	Central
4A	84360000	4	0.782441	Central
4A	84530000	3	-0.0216543	Central
4A	84890000	2	-0.947161	Central
4A	84930000	3	-0.393474	Central
4A	85140000	1	0.433459	Central
4A	85200000	5	-1.44673	Central
4A	85510000	6	-1.77396	Central
4A	85560000	1	0.495351	Central
4A	85590000	4	-0.141421	Central
4A	85890000	16	-1.21333	Central
4A	85900000	1	0.370236	Central
4A	86300000	4	-0.14983	Central
4A	86660000	1	-0.654639	Central
4A	86850000	5	-0.155812	Central
4A	86860000	4	-1.65886	Central
4A	87350000	2	-0.503197	Central
4A	87390000	1	0.495351	Central
4A	87400000	14	0.350045	Central
4A	87410000	7	-0.79483	Central
4A	88010000	6	0.708163	Central
4A	88080000	1	-0.822346	Central
4A	88420000	2	0.582995	Central
4A	88430000	7	0.492257	Central
4A	88540000	3	-0.106492	Central
4A	88770000	12	-1.39112	Central
4A	88780000	5	0.738072	Central
4A	89170000	1	-0.908196	Central
4A	89440000	4	0.754894	Central
4A	89620000	3	0.746423	Central
4A	89890000	6	-0.0197921	Central
4A	89900000	3	0.57989	Central
4A	89930000	1	-0.258664	Central
4A	89950000	3	-0.532426	Central
4A	90050000	2	-0.33492	Central
4A	90080000	3	-0.449683	Central
4A	90320000	6	-0.249696	Central
4A	90330000	1	-0.572782	Central
4A	90400000	4	-0.545357	Central
4A	90410000	20	-0.325749	Central
4A	90430000	6	-0.723131	Central
4A	90440000	3	-0.609234	Central
4A	90510000	15	0.334093	Central
4A	90520000	3	-0.691627	Central
4A	90540000	2	-0.880477	Central
4A	90550000	5	-0.811377	Central
4A	90590000	2	-0.0578897	Central
4A	90610000	1	-0.908196	Central
4A	90780000	6	-0.776101	Central
4A	90880000	1	-0.109592	Central
4A	90890000	1	-0.908196	Central
4A	91220000	4	-0.894197	Central
4A	91340000	4	-1.28595	Central
4A	91560000	6	-0.615871	Central
4A	91610000	1	0.305682	Central
4A	91620000	6	-0.249036	Central
4A	91680000	1	0.0341571	Central
4A	91720000	1	-0.908196	Central
4A	91730000	2	-0.504987	Central
4A	91740000	6	-1.19613	Central
4A	91790000	1	-0.0370517	Central
4A	91940000	4	-1.43442	Central
4A	92070000	3	-1.42933	Central
4A	92210000	1	-0.572782	Central
4A	92540000	6	-1.74385	Central
4A	92730000	1	-0.908196	Central
4A	92740000	2	-1.10604	Central
4A	92760000	1	-0.995377	Central
4A	93220000	1	-0.908196	Central
4A	93780000	1	-0.737827	Central
4A	93890000	4	-1.29001	Central
4A	94750000	3	-1.42933	Central
4A	95180000	2	-1.33876	Central
4A	95280000	1	-0.654639	Central
4A	95380000	1	-0.822346	Central
4A	96020000	2	-1.16556	Central
4A	96310000	3	-0.69442	Central
4A	96320000	1	-0.737827	Central
4A	96480000	5	-1.70277	Central
4A	96740000	8	-1.42811	Central
4A	96800000	1	-0.995377	Central
4A	97250000	3	-1.07392	Central
4A	97370000	5	-1.44723	Central
4A	97380000	2	-0.843331	Central
4A	97520000	7	-1.75463	Central
4A	97530000	2	-0.771276	Central
4A	97870000	10	-1.92159	Central
4A	98540000	1	-0.995377	Central
4A	98550000	2	-1.16377	Central
4A	98590000	4	-1.1053	Central
4A	98600000	1	-0.109592	Central
4A	98780000	1	0.104035	Central
4A	99030000	1	-0.995377	Central
4A	99900000	3	-1.164	Central
4A	99910000	1	-0.737827	Central
4A	100000000	2	-0.8308	Central
4A	100100000	3	-1.20833	Central
4A	100120000	1	-0.995377	Central
4A	100180000	5	-0.280586	Central
4A	100380000	1	-0.822346	Central
4A	100550000	5	-0.923923	Central
4A	100560000	6	-1.11502	Central
4A	100660000	5	-1.16798	Central
4A	100680000	1	-0.737827	Central
4A	100960000	2	-1.16377	Central
4A	100970000	7	-2.03468	Central
4A	101140000	1	-0.995377	Central
4A	101580000	1	-0.995377	Central
4A	101740000	1	-0.822346	Central
4A	101750000	3	-0.73457	Central
4A	101950000	1	-0.908196	Central
4A	102380000	3	-0.87457	Central
4A	102390000	7	-1.15144	Central
4A	102440000	1	-0.183462	Central
4A	102610000	6	-1.25371	Central
4A	102630000	10	-1.2495	Central
4A	103380000	5	-1.17447	Central
4A	103490000	1	-0.335197	Central
4A	103710000	5	-1.39133	Central
4A	103720000	8	-1.2554	Central
4A	104100000	1	-0.908196	Central
4A	104260000	2	-0.770381	Central
4A	104380000	1	-0.908196	Central
4A	104400000	1	1.22208	Central
4A	104410000	10	2.68552	Central
4A	104530000	2	-0.743081	Central
4A	104700000	1	-0.413061	Central
4A	105240000	3	-0.739458	Central
4A	105780000	5	-1.70277	Central
4A	105930000	1	-0.995377	Central
4A	106080000	2	-1.33876	Central
4A	106190000	3	-1.164	Central
4A	106330000	6	-1.07414	Central
4A	106340000	4	-1.54548	Central
4A	106350000	1	-0.737827	Central
4A	106580000	2	-0.55556	Central
4A	106740000	3	-0.774719	Central
4A	106900000	4	-1.47473	Central
4A	106910000	1	-0.572782	Central
4A	107140000	1	-0.908196	Central
4A	107690000	8	-1.61045	Central
4A	107700000	5	-0.657655	Central
4A	108360000	1	-0.258664	Central
4A	108410000	3	-0.568386	Central
4A	109070000	8	-1.16405	Central
4A	109370000	15	-1.00342	Central
4A	109420000	8	-1.13301	Central
