CHROM	BIN_START	N_SNPS	TajimaD	Region
6A	5640000	5	-0.854299	Central
6A	5680000	1	-0.995377	Central
6A	5750000	5	-0.962603	Central
6A	5790000	1	-0.908196	Central
6A	5850000	10	1.17996	Central
6A	5860000	29	-0.308932	Central
6A	5870000	32	1.78185	Central
6A	5880000	2	-0.197076	Central
6A	5900000	39	1.85742	Central
6A	5910000	8	-1.47557	Central
6A	5930000	2	-0.992364	Central
6A	6180000	2	-1.33876	Central
6A	6190000	14	-1.83863	Central
6A	6320000	1	-0.995377	Central
6A	6590000	7	-0.555518	Central
6A	6600000	16	1.33654	Central
6A	6610000	17	-1.90408	Central
6A	6680000	6	-1.8577	Central
6A	6690000	3	-0.367638	Central
6A	6710000	63	-1.36745	Central
6A	6720000	33	-0.900064	Central
6A	6730000	25	-0.363967	Central
6A	6740000	13	-0.818102	Central
6A	6800000	2	-0.109357	Central
6A	6820000	4	-1.58347	Central
6A	6890000	4	-1.36483	Central
6A	6970000	11	-1.99324	Central
6A	7000000	4	-1.28711	Central
6A	7070000	9	-1.81636	Central
6A	7080000	3	-0.261155	Central
6A	7090000	15	-0.917196	Central
6A	7120000	5	-1.34391	Central
6A	7140000	20	-1.96183	Central
6A	7160000	15	-1.163	Central
6A	7170000	3	-1.03307	Central
6A	7180000	18	-1.0742	Central
6A	7200000	8	0.849721	Central
6A	7220000	21	2.67015	Central
6A	7250000	19	-0.128532	Central
6A	7290000	21	-0.553886	Central
6A	7300000	17	0.69795	Central
6A	7330000	3	-1.29631	Central
6A	7350000	3	0.386474	Central
6A	7360000	5	0.552907	Central
6A	7370000	3	1.50542	Central
6A	7390000	9	1.66183	Central
6A	7520000	1	-0.995377	Central
6A	7590000	3	0.968118	Central
6A	7690000	5	0.63401	Central
6A	7710000	4	0.967156	Central
6A	7730000	2	1.29951	Central
6A	7970000	17	-0.177104	Central
6A	7980000	10	-0.667829	Central
6A	7990000	12	0.0275586	Central
6A	8000000	5	0.902525	Central
6A	8010000	1	-0.737827	Central
6A	8160000	2	0.582995	Central
6A	8170000	21	1.1768	Central
6A	8190000	63	-2.16068	Central
6A	8200000	16	-0.963474	Central
6A	8210000	17	-1.6539	Central
6A	8260000	7	2.09777	Central
6A	8320000	1	-0.995377	Central
6A	8340000	2	-0.825429	Central
6A	8380000	12	0.970078	Central
6A	8390000	23	0.447102	Central
6A	8400000	8	-0.045567	Central
6A	8430000	1	1.75382	Central
6A	8560000	4	-1.35961	Central
6A	8580000	1	-0.995377	Central
6A	8590000	7	-1.40551	Central
6A	8600000	3	1.36333	Central
6A	8620000	12	-1.04798	Central
6A	8690000	15	-1.47146	Central
6A	8700000	2	-1.22151	Central
6A	8710000	6	-1.17085	Central
6A	8740000	9	-2.07083	Central
6A	8750000	9	-1.98949	Central
6A	8790000	5	-1.54231	Central
6A	8800000	5	-1.38334	Central
6A	8820000	8	-1.81045	Central
6A	8860000	11	-1.58923	Central
6A	8990000	26	-2.19153	Central
6A	9030000	20	-1.57794	Central
6A	9040000	21	-1.84966	Central
6A	9050000	8	-1.3025	Central
6A	9180000	1	-0.995377	Central
6A	9250000	3	-0.993622	Central
6A	9310000	34	0.931619	Central
6A	9320000	16	0.371591	Central
6A	9330000	19	-0.745008	Central
6A	9340000	11	-1.43683	Central
6A	9350000	57	0.0360906	Central
6A	9360000	29	-1.29781	Central
6A	9370000	17	2.03479	Central
6A	9460000	9	0.360123	Central
6A	9470000	14	-0.714331	Central
6A	9480000	15	0.14712	Central
6A	9510000	1	-0.908196	Central
6A	9570000	28	-2.2937	Central
6A	10060000	19	-0.165286	Central
6A	10080000	1	-0.737827	Central
6A	10130000	19	2.01582	Central
6A	10140000	2	-0.55914	Central
6A	10270000	24	-1.83702	Central
6A	10280000	30	-1.75096	Central
6A	10290000	9	-1.77913	Central
6A	10300000	8	-1.39885	Central
6A	10360000	2	-1.2224	Central
6A	10480000	6	0.157801	Central
6A	10490000	11	-0.58935	Central
6A	10510000	4	0.711107	Central
6A	10540000	13	-0.658987	Central
6A	10620000	8	-1.9712	Central
6A	10910000	4	-0.112423	Central
6A	10920000	25	0.162705	Central
6A	10930000	2	1.03322	Central
6A	10950000	9	-1.13529	Central
6A	10980000	2	-1.33876	Central
6A	11040000	4	-0.928704	Central
6A	11050000	35	-1.36141	Central
6A	11070000	12	-1.45097	Central
6A	11110000	1	-0.995377	Central
6A	11150000	3	0.614454	Central
6A	11160000	12	0.130526	Central
6A	11170000	2	-0.0534143	Central
6A	11230000	12	-0.57535	Central
6A	11250000	9	2.07685	Central
6A	11260000	6	1.43678	Central
6A	11270000	21	-0.39138	Central
6A	11320000	1	-0.822346	Central
6A	11450000	13	0.0974827	Central
6A	11490000	70	0.689814	Central
6A	11500000	12	0.271388	Central
6A	11530000	10	-1.34564	Central
6A	11550000	35	1.69701	Central
6A	11560000	14	-0.1109	Central
6A	11570000	23	2.89313	Central
6A	11580000	8	1.82583	Central
6A	11590000	18	-0.479356	Central
6A	11600000	1	-0.0370517	Central
6A	11700000	1	-0.908196	Central
6A	11760000	1	0.370236	Central
6A	11780000	1	-0.737827	Central
6A	11790000	1	-0.995377	Central
6A	11850000	2	-1.33876	Central
6A	11860000	14	-0.172906	Central
6A	11880000	3	-1.47507	Central
6A	11890000	3	-1.33926	Central
6A	11900000	1	-0.822346	Central
6A	11960000	21	0.722539	Central
6A	11990000	32	0.591195	Central
6A	12000000	36	0.435411	Central
6A	12010000	13	-1.26345	Central
6A	12040000	1	-0.908196	Central
6A	12050000	91	0.880476	Central
6A	12070000	17	-0.840555	Central
6A	12080000	12	-0.690601	Central
6A	12100000	1	-0.822346	Central
6A	12110000	56	1.48157	Central
6A	12120000	15	-1.27968	Central
6A	12130000	16	0.749268	Central
6A	12150000	2	0.13903	Central
6A	12170000	12	-1.51317	Central
6A	12230000	9	1.04217	Central
6A	12280000	50	0.533426	Central
6A	12380000	4	-1.36077	Central
6A	12390000	10	-0.634677	Central
6A	12400000	16	1.26502	Central
6A	12410000	54	1.20026	Central
6A	12420000	44	0.25153	Central
6A	12430000	57	-0.153894	Central
6A	12470000	4	-0.801115	Central
6A	12590000	6	-1.80012	Central
6A	12610000	2	-0.993259	Central
6A	12620000	2	-0.619559	Central
6A	12830000	12	-1.27535	Central
6A	12840000	1	-0.995377	Central
6A	12850000	7	-1.78199	Central
6A	12860000	4	-1.28827	Central
6A	12890000	12	0.685218	Central
6A	12920000	14	-1.48138	Central
6A	12980000	6	-1.38669	Central
6A	13000000	7	-1.88118	Central
6A	13010000	7	-1.70347	Central
6A	13040000	23	0.428756	Central
6A	13060000	29	-1.66213	Central
6A	13070000	75	-1.00845	Central
6A	13080000	7	-1.28251	Central
6A	13230000	10	-2.25386	Central
6A	13320000	1	-0.908196	Central
6A	13350000	1	-0.995377	Central
6A	13380000	5	-1.61517	Central
6A	13500000	15	-0.757401	Central
6A	13660000	3	-1.20554	Central
6A	13670000	2	0.658182	Central
6A	13720000	6	-1.57373	Central
6A	13730000	2	-0.992364	Central
6A	13780000	30	4.17947	Central
6A	13800000	72	-0.294442	Central
6A	13810000	2	-1.10694	Central
6A	13860000	2	-1.22151	Central
6A	13870000	1	1.89757	Central
6A	13880000	8	-0.409534	Central
6A	13890000	17	2.06698	Central
6A	13900000	4	0.839566	Central
6A	13960000	1	0.992482	Central
6A	14000000	1	-0.995377	Central
6A	14010000	15	1.21678	Central
6A	14070000	12	-0.0789371	Central
6A	14090000	26	-1.10711	Central
6A	14180000	6	-0.549714	Central
6A	14350000	1	1.58145	Central
6A	14360000	20	-1.08135	Central
6A	14370000	11	-0.274343	Central
6A	14380000	24	-0.507759	Central
6A	14400000	4	-1.73484	Central
6A	14410000	4	0.9196	Central
6A	14480000	2	-0.608818	Central
6A	14490000	2	0.604924	Central
6A	14500000	5	-0.497694	Central
6A	14530000	9	-1.63066	Central
6A	14600000	43	-1.8378	Central
6A	14610000	17	-1.93017	Central
6A	14660000	4	-1.69685	Central
6A	15430000	1	-0.822346	Central
6A	15440000	26	-1.41618	Central
6A	15450000	1	-0.995377	Central
6A	15460000	5	-0.225436	Central
6A	15490000	9	-0.752456	Central
6A	15540000	6	-0.660489	Central
6A	15570000	7	-1.90617	Central
6A	15580000	13	-1.77193	Central
6A	15640000	17	-1.43413	Central
6A	15650000	71	-1.36315	Central
6A	15680000	17	-2.04817	Central
6A	15690000	17	-0.314499	Central
6A	15700000	24	-2.33904	Central
6A	15710000	7	-1.80423	Central
6A	15720000	17	-0.594308	Central
6A	15730000	15	-1.34812	Central
6A	15740000	24	1.04878	Central
6A	15750000	13	-0.694782	Central
6A	15760000	19	-0.0860414	Central
6A	15780000	6	-0.862919	Central
6A	15820000	8	-1.29893	Central
6A	15860000	9	-0.0833083	Central
6A	15870000	64	-1.70424	Central
6A	15890000	44	-0.945785	Central
6A	15900000	1	-0.995377	Central
6A	15910000	28	-1.39429	Central
6A	15920000	8	-1.47521	Central
6A	15930000	20	-0.0937636	Central
6A	15940000	2	-1.10962	Central
6A	15950000	3	-1.56654	Central
6A	16090000	3	-1.5208	Central
6A	16220000	20	0.464443	Central
6A	16230000	19	-1.40039	Central
6A	16280000	5	0.74481	Central
6A	16310000	1	-0.995377	Central
6A	16330000	10	-1.84624	Central
6A	16350000	6	0.0147155	Central
6A	16370000	4	0.381695	Central
6A	16380000	14	0.0537561	Central
6A	16400000	29	0.014254	Central
6A	16410000	1	-0.995377	Central
6A	16430000	16	1.24752	Central
6A	16440000	3	-0.0946217	Central
6A	16450000	8	-1.40723	Central
6A	16460000	25	1.17874	Central
6A	16470000	1	0.0341571	Central
6A	16530000	3	-1.47507	Central
6A	16550000	7	-0.435862	Central
6A	16560000	14	0.259518	Central
6A	16570000	4	-0.935084	Central
6A	16590000	70	0.619406	Central
6A	16620000	14	-1.39824	Central
6A	16640000	1	-0.908196	Central
6A	16650000	30	-0.9185	Central
6A	16660000	13	-1.83126	Central
6A	16680000	15	-0.243307	Central
6A	16700000	29	0.467348	Central
6A	16710000	16	2.21868	Central
6A	16720000	5	-0.80414	Central
6A	16800000	18	-0.422218	Central
6A	17010000	1	-0.995377	Central
6A	17030000	4	-1.11226	Central
6A	17050000	1	-0.908196	Central
6A	17310000	2	-1.33876	Central
6A	17370000	4	-1.2181	Central
6A	17380000	11	-1.07313	Central
6A	17390000	2	-1.16377	Central
6A	17440000	2	-0.391758	Central
6A	17450000	1	-0.995377	Central
6A	17520000	9	-1.1985	Central
6A	17530000	24	-0.376513	Central
6A	17540000	12	1.66158	Central
6A	17580000	3	-1.16609	Central
6A	17640000	7	-1.38406	Central
6A	17650000	9	-1.37375	Central
6A	17660000	41	-1.51171	Central
6A	17760000	23	-0.922868	Central
6A	17780000	2	-1.16377	Central
6A	17830000	7	-1.60231	Central
6A	17870000	1	-0.995377	Central
6A	17890000	4	-1.28711	Central
6A	17900000	6	-1.26162	Central
6A	17910000	60	-1.58806	Central
6A	17920000	3	2.0944	Central
6A	17930000	15	0.362799	Central
6A	17940000	28	-1.16236	Central
6A	17950000	50	-0.0794553	Central
6A	18040000	5	-1.35315	Central
6A	18070000	4	-0.548836	Central
6A	18080000	41	-1.663	Central
6A	18240000	1	-0.654639	Central
6A	18350000	4	-1.58405	Central
6A	18430000	1	-0.572782	Central
6A	18460000	9	-1.26269	Central
6A	18520000	1	-0.995377	Central
6A	18590000	2	-0.465156	Central
6A	18600000	7	-0.954043	Central
6A	18640000	15	1.54925	Central
6A	18700000	28	0.58827	Central
6A	18710000	38	-0.0119714	Central
6A	18720000	24	1.28376	Central
6A	18730000	24	0.182146	Central
6A	18930000	2	-1.28013	Central
6A	19160000	15	0.278427	Central
6A	19170000	13	1.15956	Central
6A	19590000	2	-1.2224	Central
6A	19600000	1	-0.737827	Central
6A	19610000	14	-0.218746	Central
6A	19820000	2	-1.22151	Central
6A	19830000	12	-2.0395	Central
6A	19880000	3	-1.1406	Central
6A	19940000	11	0.250715	Central
6A	20120000	6	-1.91485	Central
6A	20130000	1	-0.995377	Central
6A	20140000	1	-0.995377	Central
6A	20290000	1	-0.822346	Central
6A	20310000	3	-1.33926	Central
6A	20330000	4	-1.39933	Central
6A	20340000	2	-1.22151	Central
6A	20480000	23	-2.19289	Central
6A	20500000	29	-0.394854	Central
6A	20740000	18	-1.03226	Central
6A	20870000	12	0.0272972	Central
6A	21060000	1	-0.995377	Central
6A	21070000	12	1.2714	Central
6A	21130000	18	0.30388	Central
6A	21140000	25	-1.27975	Central
6A	21440000	1	-0.995377	Central
6A	21470000	3	-1.56654	Central
6A	21500000	11	-1.64534	Central
6A	21510000	2	-0.399367	Central
6A	21520000	41	0.506728	Central
6A	21540000	70	-1.87419	Central
6A	21560000	14	-0.839151	Central
6A	21630000	9	-1.15146	Central
6A	21700000	6	0.579804	Central
6A	21710000	12	-1.93588	Central
6A	22020000	20	-0.366258	Central
6A	22050000	4	-1.54606	Central
6A	22060000	3	-1.07811	Central
6A	22070000	12	1.08075	Central
6A	22100000	7	-1.28487	Central
6A	22160000	2	-1.0492	Central
6A	22170000	16	-2.06214	Central
6A	22180000	4	-1.54548	Central
6A	22190000	18	-1.09183	Central
6A	22200000	1	-0.183462	Central
6A	22260000	17	1.46897	Central
6A	22270000	14	-1.35286	Central
6A	22340000	12	2.08965	Central
6A	22350000	9	1.4433	Central
6A	22360000	2	2.39689	Central
6A	22440000	7	0.60404	Central
6A	22520000	15	1.01311	Central
6A	22530000	2	2.44165	Central
6A	22550000	2	-0.770381	Central
6A	22640000	2	-1.22151	Central
6A	22680000	10	-1.61719	Central
6A	22690000	14	3.02911	Central
6A	22790000	5	-0.779434	Central
6A	22800000	4	-1.17721	Central
6A	22810000	1	-0.995377	Central
6A	22890000	26	-2.2949	Central
6A	22910000	1	0.104035	Central
6A	22950000	37	-2.13235	Central
6A	22960000	12	-1.67951	Central
6A	22970000	24	-2.00099	Central
6A	22980000	29	-1.63715	Central
6A	23020000	8	-1.85613	Central
6A	23070000	6	-1.97244	Central
6A	23190000	1	-0.995377	Central
6A	23220000	17	-2.01943	Central
6A	23230000	1	-0.822346	Central
6A	23240000	1	-0.995377	Central
6A	23320000	1	-0.995377	Central
6A	23340000	17	1.13336	Central
6A	23350000	7	-1.6027	Central
6A	23360000	9	-0.74674	Central
6A	23370000	14	-2.20836	Central
6A	23380000	23	-0.996326	Central
6A	23390000	12	-1.3544	Central
6A	23400000	34	-1.78481	Central
6A	23410000	20	-1.54944	Central
6A	23420000	2	-1.33876	Central
6A	23430000	20	-2.06302	Central
6A	23440000	11	-1.42536	Central
6A	23560000	4	1.12403	Central
6A	23590000	4	0.598017	Central
6A	23600000	11	1.98262	Central
6A	23620000	9	0.556604	Central
6A	23630000	13	-0.703363	Central
6A	23640000	9	-0.496197	Central
6A	23650000	33	0.424489	Central
6A	23670000	6	2.25815	Central
6A	23680000	1	-0.908196	Central
6A	23690000	9	-1.65238	Central
6A	23720000	59	0.403055	Central
6A	23740000	6	-1.71682	Central
6A	23750000	53	1.86839	Central
6A	23760000	25	-2.094	Central
6A	23770000	9	-2.07115	Central
6A	23790000	3	-1.34205	Central
6A	23810000	19	-2.0867	Central
6A	23850000	37	0.181846	Central
6A	23860000	19	-0.969565	Central
6A	23870000	6	-1.12557	Central
6A	23880000	8	-0.92676	Central
6A	23890000	23	0.411172	Central
6A	23920000	14	-1.85203	Central
6A	23950000	18	-1.71548	Central
6A	23960000	26	1.35946	Central
6A	24030000	27	1.16597	Central
6A	24040000	14	0.626126	Central
6A	24050000	2	-1.2224	Central
6A	24060000	55	-0.516091	Central
6A	24070000	17	1.89868	Central
6A	24200000	1	-0.822346	Central
6A	24230000	2	-1.0492	Central
6A	24270000	1	-0.492256	Central
6A	24320000	18	2.75586	Central
6A	24330000	13	3.17534	Central
6A	24420000	26	3.94158	Central
6A	24430000	3	2.21171	Central
6A	24450000	8	2.86314	Central
6A	24700000	6	1.4603	Central
6A	24770000	3	1.88143	Central
6A	24820000	4	-0.415158	Central
6A	24830000	4	0.114338	Central
6A	24840000	2	-0.503197	Central
6A	24860000	3	-1.42933	Central
6A	24920000	5	-0.100911	Central
6A	25010000	3	-1.12105	Central
6A	25020000	2	0.277321	Central
6A	25060000	1	-0.822346	Central
6A	25070000	26	-0.757398	Central
6A	25080000	1	-0.492256	Central
6A	25100000	4	-1.01396	Central
6A	25200000	8	-0.245749	Central
6A	25310000	11	-0.417922	Central
6A	25400000	15	-0.667899	Central
6A	25470000	6	-0.878305	Central
6A	25520000	11	-0.937243	Central
6A	25580000	10	-0.925814	Central
6A	25630000	54	2.51992	Central
6A	25640000	17	3.78746	Central
6A	25680000	9	0.545335	Central
6A	25690000	23	0.182121	Central
6A	25700000	7	-0.0918522	Central
6A	25770000	12	-0.621738	Central
6A	25790000	29	-0.256	Central
6A	25930000	5	-1.41504	Central
6A	26520000	2	-1.10694	Central
6A	26530000	3	-0.695119	Central
6A	26560000	9	-1.51062	Central
6A	26620000	3	-0.281753	Central
6A	26630000	12	1.61572	Central
6A	26730000	4	-1.58289	Central
6A	26750000	4	-0.556086	Central
6A	26760000	11	1.38284	Central
6A	26810000	39	2.43924	Central
6A	26930000	32	1.86966	Central
6A	26950000	12	-0.179553	Central
6A	26960000	19	-0.965979	Central
6A	26970000	80	-0.858807	Central
6A	27000000	39	-0.402116	Central
6A	27010000	2	-1.33876	Central
6A	27040000	7	-1.60782	Central
6A	27050000	7	0.532404	Central
6A	27080000	11	-0.577035	Central
6A	27100000	58	-1.48904	Central
6A	27150000	12	-1.47815	Central
6A	27190000	7	-1.48994	Central
6A	27240000	2	1.36754	Central
6A	27250000	2	-0.771276	Central
6A	27290000	30	-1.95388	Central
6A	27300000	5	1.03903	Central
6A	27310000	4	1.18087	Central
6A	27360000	16	-1.25659	Central
6A	27370000	7	-1.35906	Central
6A	27490000	3	-1.38569	Central
6A	27500000	3	-0.988036	Central
6A	27510000	1	-0.654639	Central
6A	27520000	3	-1.07741	Central
6A	27540000	23	-2.03448	Central
6A	27760000	2	0.381599	Central
6A	27770000	5	2.36937	Central
6A	27780000	16	-0.50548	Central
6A	28010000	30	-1.34272	Central
6A	28280000	1	-0.995377	Central
6A	28320000	1	-0.908196	Central
6A	28410000	11	1.73409	Central
6A	28430000	5	-0.225436	Central
6A	28640000	7	0.0565367	Central
6A	28890000	2	-1.33876	Central
6A	28950000	5	-1.86622	Central
6A	29070000	1	-0.908196	Central
6A	29080000	6	-1.60296	Central
6A	29210000	4	2.45618	Central
6A	29300000	1	-0.908196	Central
6A	29310000	7	-1.38327	Central
6A	29320000	6	-1.39108	Central
6A	29330000	6	-1.49043	Central
6A	29360000	22	1.4473	Central
6A	29400000	1	-0.995377	Central
6A	29470000	2	-1.33876	Central
6A	29490000	7	-1.52811	Central
6A	29550000	3	-0.901452	Central
6A	29560000	25	-1.49236	Central
6A	29600000	22	3.24121	Central
6A	29610000	16	1.73688	Central
6A	29780000	9	-1.17988	Central
6A	29870000	39	-1.85097	Central
6A	29880000	5	-1.51061	Central
6A	29910000	17	-0.14187	Central
6A	29960000	22	-0.870165	Central
6A	30020000	10	-1.53386	Central
6A	30030000	12	-2.123	Central
6A	30130000	4	-0.487362	Central
6A	30190000	4	0.254686	Central
6A	30260000	22	-1.90772	Central
6A	30280000	4	-1.50808	Central
6A	30410000	4	-0.305547	Central
6A	30420000	3	-0.00245237	Central
6A	30430000	40	-1.36082	Central
6A	30440000	6	2.10803	Central
6A	30450000	15	3.22546	Central
6A	30460000	5	0.109459	Central
6A	30550000	8	2.90078	Central
6A	30560000	9	1.38026	Central
6A	30610000	5	1.9681	Central
6A	30650000	10	-1.67671	Central
6A	30710000	21	1.07258	Central
6A	30720000	46	-1.02316	Central
6A	30790000	24	3.17344	Central
6A	30860000	13	-0.939828	Central
6A	30870000	42	2.40222	Central
6A	30880000	17	1.47921	Central
6A	30890000	6	1.83834	Central
6A	30900000	14	-0.250615	Central
6A	31030000	34	-0.0821317	Central
6A	31040000	6	-0.841379	Central
6A	31100000	3	-1.11756	Central
6A	31110000	6	-1.39108	Central
6A	31150000	1	0.942569	Central
6A	31160000	12	-1.64606	Central
6A	31260000	9	1.90552	Central
6A	31350000	27	0.674864	Central
6A	31360000	3	0.92762	Central
6A	31370000	16	0.699898	Central
6A	31380000	11	-0.405048	Central
6A	31390000	14	1.40183	Central
6A	31580000	20	1.86219	Central
6A	31740000	1	-0.995377	Central
6A	31750000	7	0.672134	Central
6A	31880000	10	2.26494	Central
6A	31910000	6	1.04577	Central
6A	32650000	8	0.366573	Central
6A	32660000	16	-0.041276	Central
6A	32670000	1	-0.183462	Central
6A	32730000	1	-0.492256	Central
6A	32740000	22	-0.891601	Central
6A	32790000	7	0.980326	Central
6A	32810000	1	-0.908196	Central
6A	32820000	1	1.3046	Central
6A	32850000	11	1.2366	Central
6A	32860000	18	-1.95576	Central
6A	32880000	11	-1.95797	Central
6A	32890000	20	-1.80769	Central
6A	32900000	2	-1.16377	Central
6A	32910000	5	-0.969092	Central
6A	33000000	16	0.278544	Central
6A	33010000	26	1.85666	Central
6A	33020000	6	-0.876326	Central
6A	33170000	5	-0.775442	Central
6A	33180000	7	-0.986712	Central
6A	33220000	9	1.70316	Central
6A	33230000	3	0.41231	Central
6A	33250000	51	2.78159	Central
6A	33290000	5	-1.70277	Central
6A	33300000	27	0.715762	Central
6A	33320000	4	-1.25551	Central
6A	33400000	15	-0.940008	Central
6A	33410000	2	-0.63567	Central
6A	33530000	17	0.116483	Central
6A	33540000	22	-0.694485	Central
6A	33580000	16	-0.380554	Central
6A	33940000	5	-1.10909	Central
6A	33950000	31	-0.530612	Central
6A	33960000	23	-1.24555	Central
6A	34000000	5	-0.0205563	Central
6A	34010000	2	-0.0498339	Central
6A	34030000	15	-1.18374	Central
6A	34040000	4	-1.04266	Central
