CHROM	BIN_START	N_SNPS	TajimaD	Region
1A	4530000	5	-1.86622	Central
1A	4540000	1	-0.109592	Central
1A	4550000	26	-2.01155	Central
1A	4650000	2	-1.33876	Central
1A	4800000	5	-1.13829	Central
1A	4810000	17	-1.01702	Central
1A	4860000	1	-0.822346	Central
1A	5020000	3	-1.47576	Central
1A	5100000	9	-0.789368	Central
1A	5130000	5	-0.623466	Central
1A	5150000	3	-1.5208	Central
1A	5170000	3	-1.56654	Central
1A	5180000	1	-0.654639	Central
1A	5310000	6	-1.18909	Central
1A	5460000	25	-1.43947	Central
1A	5470000	5	-0.52165	Central
1A	5490000	23	-1.01536	Central
1A	5500000	20	-2.12533	Central
1A	5520000	74	-2.53599	Central
1A	5640000	12	-1.25627	Central
1A	6000000	19	-1.94793	Central
1A	6010000	7	-1.50627	Central
1A	6320000	4	-1.69685	Central
1A	6330000	5	-1.03572	Central
1A	6340000	13	-1.058	Central
1A	6400000	5	-1.73596	Central
1A	6420000	7	-1.06504	Central
1A	6430000	14	-1.70227	Central
1A	6490000	39	-1.96102	Central
1A	6500000	7	-1.43129	Central
1A	6510000	29	-0.00792547	Central
1A	6560000	74	-0.340591	Central
1A	6570000	6	-1.43548	Central
1A	6630000	6	0.18	Central
1A	6640000	1	-0.822346	Central
1A	6650000	5	-1.51261	Central
1A	6670000	10	-1.80917	Central
1A	6680000	14	-0.556141	Central
1A	6760000	20	-0.751528	Central
1A	6770000	2	-0.53005	Central
1A	6780000	8	-0.978144	Central
1A	6790000	10	-1.79244	Central
1A	6880000	27	-0.953832	Central
1A	6900000	9	-2.02738	Central
1A	6970000	2	-1.10604	Central
1A	7100000	3	-1.56654	Central
1A	7110000	12	-2.17488	Central
1A	7170000	1	-0.492256	Central
1A	7180000	13	-1.1926	Central
1A	7190000	15	-1.84486	Central
1A	7220000	23	-0.509449	Central
1A	7230000	3	-1.1612	Central
1A	7270000	87	-1.60645	Central
1A	7280000	21	-0.508855	Central
1A	7290000	40	-1.3931	Central
1A	7300000	2	-1.33876	Central
1A	7310000	6	-1.40889	Central
1A	7320000	21	-1.85591	Central
1A	7330000	24	-2.06026	Central
1A	7510000	31	-1.99155	Central
1A	7520000	8	-1.23007	Central
1A	7530000	17	-0.854334	Central
1A	7630000	2	-0.825429	Central
1A	7640000	22	-1.49988	Central
1A	7650000	64	-1.62828	Central
1A	7660000	15	-1.64806	Central
1A	7670000	14	-0.904967	Central
1A	7680000	13	-1.10961	Central
1A	7690000	15	-0.466081	Central
1A	7770000	46	-1.71857	Central
1A	7790000	24	-1.97876	Central
1A	7800000	40	-1.46566	Central
1A	7810000	26	-0.972682	Central
1A	7820000	9	0.564117	Central
1A	7830000	17	-1.54082	Central
1A	7980000	1	-0.995377	Central
1A	8040000	48	-1.32946	Central
1A	8080000	1	-0.822346	Central
1A	8130000	3	-1.24988	Central
1A	8140000	8	-1.34675	Central
1A	8150000	16	-1.07888	Central
1A	8160000	1	-0.413061	Central
1A	8190000	1	-0.995377	Central
1A	8200000	1	-0.995377	Central
1A	8230000	9	-1.49232	Central
1A	8240000	76	-1.46489	Central
1A	8260000	28	-1.31956	Central
1A	8280000	5	-1.0744	Central
1A	8290000	72	-0.449336	Central
1A	8310000	10	0.0022984	Central
1A	8320000	31	-1.21082	Central
1A	8330000	34	-1.5528	Central
1A	8340000	5	1.12462	Central
1A	8360000	3	-0.247888	Central
1A	8370000	2	-1.2224	Central
1A	8600000	8	-1.29662	Central
1A	8610000	15	-2.18016	Central
1A	8620000	22	-1.0468	Central
1A	8630000	34	-1.80686	Central
1A	8660000	11	-0.56598	Central
1A	8670000	14	-1.23682	Central
1A	8680000	3	-1.25267	Central
1A	8710000	41	-1.43291	Central
1A	8780000	2	-1.28013	Central
1A	9080000	10	-1.58404	Central
1A	9090000	32	-1.56964	Central
1A	9100000	15	-0.995565	Central
1A	9110000	7	0.00340007	Central
1A	9120000	88	-1.91642	Central
1A	9130000	26	-1.62346	Central
1A	9140000	5	-1.25957	Central
1A	9150000	4	-1.50866	Central
1A	9220000	7	-1.9597	Central
1A	9230000	84	0.0923983	Central
1A	9250000	25	-2.20863	Central
1A	9340000	62	-2.07091	Central
1A	9350000	185	-1.27483	Central
1A	9360000	54	-1.87377	Central
1A	9370000	40	-0.648876	Central
1A	9460000	7	-1.09948	Central
1A	9470000	6	-0.827313	Central
1A	9530000	5	-0.917185	Central
1A	9540000	112	-1.62068	Central
1A	9550000	101	-0.2569	Central
1A	9560000	9	1.53754	Central
1A	9570000	35	1.0059	Central
1A	9580000	42	0.661517	Central
1A	9590000	1	-0.995377	Central
1A	9640000	33	-2.23519	Central
1A	9740000	2	-1.22151	Central
1A	9750000	4	-1.58289	Central
1A	9760000	3	-1.12454	Central
1A	9770000	14	-1.94417	Central
1A	9780000	19	0.0163311	Central
1A	9810000	17	-1.91442	Central
1A	9820000	12	-1.49918	Central
1A	9840000	2	-1.33876	Central
1A	9850000	20	-1.66102	Central
1A	9910000	3	-0.988036	Central
1A	9930000	5	-0.777937	Central
1A	9940000	1	-0.413061	Central
1A	9950000	9	-1.88447	Central
1A	9960000	23	1.19165	Central
1A	9970000	64	-0.504123	Central
1A	9980000	19	0.6346	Central
1A	9990000	3	-1.03517	Central
1A	10000000	17	-1.52153	Central
1A	10040000	17	-1.54387	Central
1A	10050000	61	-1.30107	Central
1A	10060000	23	-0.674406	Central
1A	10070000	42	-0.638817	Central
1A	10080000	39	-1.80933	Central
1A	10120000	16	-2.08988	Central
1A	10130000	81	0.990916	Central
1A	10140000	5	-1.11158	Central
1A	10150000	53	-0.421869	Central
1A	10160000	22	-1.07187	Central
1A	10170000	23	-2.00152	Central
1A	10210000	21	-0.595377	Central
1A	10220000	2	-1.16556	Central
1A	10240000	23	-1.91786	Central
1A	10420000	6	-1.54758	Central
1A	10460000	28	-1.93192	Central
1A	10470000	172	-0.506203	Central
1A	10480000	153	-1.11006	Central
1A	10490000	17	-2.0214	Central
1A	10500000	4	-1.114	Central
1A	10580000	4	-0.959152	Central
1A	10590000	2	-1.33876	Central
1A	10600000	52	0.814066	Central
1A	10710000	7	-1.8308	Central
1A	10740000	7	-1.88	Central
1A	10800000	6	0.592112	Central
1A	10950000	1	0.239798	Central
1A	10960000	3	-1.20903	Central
1A	10970000	10	-1.04998	Central
1A	11020000	7	-1.88157	Central
1A	11140000	1	-0.413061	Central
1A	11150000	2	-1.33876	Central
1A	11160000	2	-1.33876	Central
1A	11180000	1	1.3818	Central
1A	11220000	18	1.2635	Central
1A	11230000	19	1.06605	Central
1A	11240000	61	0.194984	Central
1A	11260000	9	-0.923132	Central
1A	11420000	9	-2.19855	Central
1A	11440000	3	-1.25267	Central
1A	11530000	28	-0.493855	Central
1A	11550000	14	-1.04249	Central
1A	11560000	10	-1.12819	Central
1A	11570000	25	0.791043	Central
1A	11580000	89	-1.46592	Central
1A	11590000	1	-0.908196	Central
1A	11620000	1	-0.908196	Central
1A	11630000	93	-1.39472	Central
1A	11640000	10	-0.800438	Central
1A	11650000	75	-0.327756	Central
1A	11660000	18	-1.45305	Central
1A	11670000	1	-0.908196	Central
1A	11720000	10	-1.27195	Central
1A	11730000	11	-1.69586	Central
1A	11810000	50	-0.955239	Central
1A	11890000	3	0.488768	Central
1A	11910000	5	-1.32096	Central
1A	11920000	2	-1.33876	Central
1A	11930000	21	-0.951179	Central
1A	11940000	8	-0.835769	Central
1A	12000000	10	0.161731	Central
1A	12080000	5	1.68511	Central
1A	12090000	44	0.520053	Central
1A	12100000	12	-0.455004	Central
1A	12130000	11	-1.96077	Central
1A	12140000	23	0.356745	Central
1A	12150000	1	0.370236	Central
1A	12160000	26	-0.369653	Central
1A	12180000	14	-1.49316	Central
1A	12190000	11	-1.77773	Central
1A	12200000	29	2.93523	Central
1A	12210000	12	1.47041	Central
1A	12220000	1	-0.995377	Central
1A	12250000	11	-2.13738	Central
1A	12260000	4	-1.54606	Central
1A	12300000	38	1.1646	Central
1A	12310000	58	-0.421368	Central
1A	12350000	38	1.22411	Central
1A	12360000	19	-0.334263	Central
1A	12370000	7	-0.486244	Central
1A	12400000	15	-0.94874	Central
1A	12410000	31	-1.50004	Central
1A	12500000	20	-0.602449	Central
1A	12560000	21	-0.812958	Central
1A	12570000	33	-0.58379	Central
1A	12580000	84	-1.48931	Central
1A	12590000	22	-1.42687	Central
1A	12690000	3	-1.5208	Central
1A	12760000	50	-2.0529	Central
1A	12770000	22	-1.99758	Central
1A	12790000	2	-1.22151	Central
1A	12810000	8	-0.887509	Central
1A	12830000	15	-1.64359	Central
1A	12850000	9	-1.43598	Central
1A	12860000	18	-0.791412	Central
1A	12910000	37	0.316656	Central
1A	12990000	19	-1.87675	Central
1A	13000000	13	-1.57053	Central
1A	13080000	27	-0.812675	Central
1A	13100000	7	-0.994584	Central
1A	13130000	9	-1.90129	Central
1A	13210000	7	-0.0276947	Central
1A	13230000	20	-1.49246	Central
1A	13250000	4	-0.576674	Central
1A	13260000	7	-1.29608	Central
1A	13270000	2	-0.463813	Central
1A	13300000	18	-1.47482	Central
1A	13310000	98	-2.29038	Central
1A	13340000	51	-2.11423	Central
1A	13350000	56	-2.3827	Central
1A	13410000	97	-2.39756	Central
1A	13420000	1	-0.908196	Central
1A	13450000	62	-1.81539	Central
1A	13570000	34	-1.86662	Central
1A	13580000	19	-1.57528	Central
1A	13590000	5	0.969155	Central
1A	13620000	6	-1.71726	Central
1A	13660000	85	-1.58601	Central
1A	13670000	40	-1.11836	Central
1A	13760000	24	-0.768931	Central
1A	13770000	5	-1.60669	Central
1A	13790000	15	-1.23362	Central
1A	13850000	2	-0.55556	Central
1A	13870000	2	-1.16556	Central
1A	13900000	11	-1.71028	Central
1A	13910000	33	-0.932118	Central
1A	13920000	47	-1.67363	Central
1A	13930000	1	-0.822346	Central
1A	13960000	4	1.37892	Central
1A	13970000	97	-0.249763	Central
1A	13980000	1	-0.492256	Central
1A	14040000	31	-0.829438	Central
1A	14050000	55	-0.118202	Central
1A	14060000	32	-1.17447	Central
1A	14070000	36	-1.08958	Central
1A	14080000	26	-1.05101	Central
1A	14100000	29	-1.30154	Central
1A	14110000	36	0.0575164	Central
1A	14120000	32	-0.276726	Central
1A	14130000	26	-0.678864	Central
1A	14140000	51	-0.931359	Central
1A	14160000	22	-0.517143	Central
1A	14180000	5	-1.15625	Central
1A	14190000	1	-0.995377	Central
1A	14230000	5	0.00764272	Central
1A	14240000	18	-1.40398	Central
1A	14250000	134	-1.21739	Central
1A	14420000	1	-0.654639	Central
1A	14460000	28	-2.54493	Central
1A	14500000	12	-0.488063	Central
1A	14510000	2	-0.665656	Central
1A	14520000	3	-1.56654	Central
1A	14550000	23	-0.756694	Central
1A	14580000	19	-1.76846	Central
1A	14590000	3	-0.997113	Central
1A	14600000	14	-2.34242	Central
1A	14610000	17	-1.55725	Central
1A	14790000	21	-1.35316	Central
1A	14800000	8	-1.63525	Central
1A	14810000	2	-0.347899	Central
1A	14830000	5	-0.963601	Central
1A	14850000	15	-1.27564	Central
1A	15140000	3	-1.24988	Central
1A	15180000	17	0.17839	Central
1A	15190000	12	-1.34029	Central
1A	15230000	3	-0.748535	Central
1A	15300000	7	-1.41417	Central
1A	15310000	3	-0.333424	Central
1A	15320000	20	-0.0948793	Central
1A	15340000	51	-0.0294301	Central
1A	15360000	1	-0.908196	Central
1A	15370000	1	-0.995377	Central
1A	15420000	1	-0.822346	Central
1A	15430000	35	-0.460179	Central
1A	15440000	5	-1.70326	Central
1A	15510000	9	-1.3125	Central
1A	15530000	19	-0.783465	Central
1A	15540000	5	-1.32145	Central
1A	15690000	3	0.714653	Central
1A	15840000	14	-2.16991	Central
1A	15880000	8	-1.04077	Central
1A	15920000	95	0.132364	Central
1A	15940000	2	-0.880477	Central
1A	15950000	10	-1.2703	Central
1A	15970000	13	-1.28809	Central
1A	15980000	1	-0.737827	Central
1A	15990000	3	-1.04983	Central
1A	16020000	13	1.55587	Central
1A	16030000	13	1.21913	Central
1A	16090000	9	-0.396895	Central
1A	16190000	38	-1.50713	Central
1A	16290000	6	-1.79968	Central
1A	16300000	31	3.67263	Central
1A	16310000	1	-0.413061	Central
1A	16370000	89	-0.953701	Central
1A	16380000	24	-1.04067	Central
1A	16390000	15	-0.428752	Central
1A	16400000	27	-1.64128	Central
1A	16420000	12	0.482158	Central
1A	16430000	72	-1.39536	Central
1A	16540000	4	-1.07021	Central
1A	16830000	20	-1.06694	Central
1A	16850000	14	-2.22464	Central
1A	16860000	10	-1.5325	Central
1A	16880000	9	-1.31446	Central
1A	16910000	21	-1.06586	Central
1A	16930000	4	-1.01106	Central
1A	17000000	10	-1.42355	Central
1A	17010000	20	-1.89	Central
1A	17070000	1	-0.492256	Central
1A	17240000	41	-2.30605	Central
1A	17250000	40	-1.89142	Central
1A	17270000	3	-1.43003	Central
1A	17280000	1	-0.822346	Central
1A	17790000	2	-1.33876	Central
1A	17880000	17	-1.62683	Central
1A	18080000	8	-1.83561	Central
1A	18140000	1	-0.908196	Central
1A	18290000	3	-0.980704	Central
1A	18310000	5	-1.63988	Central
1A	18480000	1	-0.822346	Central
1A	19100000	5	-1.83353	Central
1A	19110000	1	-0.995377	Central
1A	19120000	4	-1.73484	Central
1A	19130000	1	-0.908196	Central
1A	19510000	2	-1.33876	Central
1A	19550000	1	-0.908196	Central
1A	19890000	10	-1.63874	Central
1A	19930000	11	-2.01213	Central
1A	20020000	1	-0.822346	Central
1A	20080000	10	-1.74754	Central
1A	20090000	7	-1.78081	Central
1A	20120000	2	-1.22151	Central
1A	20150000	4	-1.69685	Central
1A	20180000	7	-1.28802	Central
1A	20190000	5	-1.63888	Central
1A	20230000	7	-1.81682	Central
1A	20240000	31	-2.37726	Central
1A	20250000	4	-1.73484	Central
1A	20260000	26	-1.67641	Central
1A	20280000	15	-1.17992	Central
1A	20410000	8	-1.40438	Central
1A	20430000	1	0.838751	Central
1A	20530000	6	1.17544	Central
1A	20540000	1	1.08831	Central
1A	20720000	2	-1.16377	Central
1A	20740000	3	1.59899	Central
1A	20810000	8	-0.786704	Central
1A	20840000	1	-0.908196	Central
1A	20870000	3	0.974752	Central
1A	20880000	3	-0.256267	Central
1A	20890000	5	-1.57849	Central
1A	20900000	1	-0.995377	Central
1A	20910000	9	-0.736287	Central
1A	20920000	9	-0.785122	Central
1A	20930000	29	0.292211	Central
1A	20960000	25	-0.966464	Central
1A	20970000	4	-1.07746	Central
1A	20980000	25	-0.41211	Central
1A	20990000	15	-0.592258	Central
1A	21020000	40	-1.29961	Central
1A	21030000	1	-0.109592	Central
1A	21040000	7	-1.48718	Central
1A	21070000	3	-1.21183	Central
1A	21080000	10	-1.76909	Central
1A	21090000	19	-2.31314	Central
1A	21100000	20	-2.0807	Central
1A	21140000	13	-1.92786	Central
1A	21190000	14	-0.890764	Central
1A	21220000	3	-0.527538	Central
1A	21230000	6	-1.72561	Central
1A	21240000	6	-0.613673	Central
1A	21250000	5	-1.45571	Central
1A	21270000	1	-0.908196	Central
1A	21280000	6	-1.3036	Central
1A	21320000	14	-0.78823	Central
1A	21330000	13	-1.51696	Central
1A	21400000	45	0.147322	Central
1A	21560000	1	-0.908196	Central
1A	21600000	2	-1.22151	Central
1A	21610000	6	0.503755	Central
1A	21620000	12	-0.765344	Central
1A	21640000	3	-1.12385	Central
1A	21700000	2	-0.401157	Central
1A	21710000	9	-0.483948	Central
1A	21750000	6	-1.63395	Central
1A	21980000	5	-1.41553	Central
1A	22030000	36	-2.33275	Central
1A	22040000	22	-1.85235	Central
1A	22060000	1	-0.908196	Central
1A	22070000	17	-0.642928	Central
1A	22180000	17	-2.41243	Central
1A	22270000	15	0.110009	Central
1A	22280000	8	-0.259665	Central
1A	22290000	63	-0.891456	Central
1A	22300000	42	0.288582	Central
1A	22320000	1	-0.995377	Central
1A	22330000	1	-0.737827	Central
1A	22340000	46	-1.85812	Central
1A	22350000	6	-1.63351	Central
1A	22390000	4	-1.73484	Central
1A	22450000	3	-1.56654	Central
1A	22460000	6	-1.66055	Central
1A	22480000	18	-1.23426	Central
1A	22530000	1	-0.995377	Central
1A	22550000	1	-0.737827	Central
1A	22560000	2	-0.992364	Central
1A	22570000	1	-0.995377	Central
1A	22600000	13	-2.23972	Central
1A	22610000	51	-2.10747	Central
1A	22620000	4	-1.65944	Central
1A	22630000	5	-1.41953	Central
1A	22650000	43	-1.91325	Central
1A	22660000	11	-1.99436	Central
1A	22750000	9	-2.07344	Central
1A	22770000	2	-1.22151	Central
1A	22790000	1	1.26401	Central
1A	22810000	1	1.68793	Central
1A	22860000	1	0.891325	Central
1A	22870000	1	-0.995377	Central
1A	22880000	4	-1.14097	Central
1A	22890000	24	-2.16972	Central
1A	22910000	5	-1.76865	Central
1A	22980000	4	-0.517519	Central
1A	22990000	15	1.30989	Central
1A	23000000	1	-0.995377	Central
1A	23020000	2	-1.2224	Central
1A	23060000	1	-0.654639	Central
1A	23100000	1	-0.335197	Central
1A	23120000	1	-0.995377	Central
1A	23130000	2	-0.025219	Central
1A	23150000	2	-1.16377	Central
1A	23160000	8	-1.4133	Central
1A	23170000	4	-1.54664	Central
1A	23180000	13	-1.42342	Central
1A	23240000	1	-0.822346	Central
1A	23280000	1	-0.822346	Central
1A	23290000	2	-1.22151	Central
1A	23300000	12	-0.861778	Central
1A	23310000	3	-1.03237	Central
1A	23330000	1	-0.995377	Central
1A	23420000	7	-1.60506	Central
1A	23610000	2	-1.10604	Central
1A	23630000	1	-0.908196	Central
1A	23810000	3	-1.03237	Central
1A	23830000	3	-1.38429	Central
1A	23850000	2	-0.941791	Central
1A	23960000	6	1.69174	Central
1A	24070000	6	-1.39196	Central
1A	24130000	18	-1.09005	Central
1A	24140000	1	-0.822346	Central
1A	24150000	5	-0.707814	Central
1A	24200000	3	-1.34484	Central
1A	24240000	12	0.0598339	Central
1A	24320000	6	-1.0115	Central
1A	24330000	5	-0.80963	Central
1A	24340000	12	1.0081	Central
1A	24390000	1	-0.109592	Central
1A	24540000	1	-0.995377	Central
1A	24560000	2	-0.610608	Central
1A	24760000	3	-1.20833	Central
1A	24770000	3	-0.527538	Central
1A	24900000	6	0.082192	Central
1A	24940000	8	-1.07431	Central
1A	25220000	2	-1.33876	Central
1A	25260000	1	-0.737827	Central
1A	25330000	2	-1.33876	Central
1A	25440000	3	-1.1612	Central
1A	25530000	1	-0.737827	Central
1A	25540000	11	-0.179183	Central
1A	25670000	4	-1.73484	Central
1A	25680000	3	-1.47507	Central
1A	25700000	7	1.29462	Central
1A	25710000	18	1.25281	Central
1A	25790000	38	-0.438943	Central
1A	25800000	1	-0.908196	Central
1A	25880000	1	-0.908196	Central
1A	26280000	1	-0.908196	Central
1A	26470000	2	-1.22151	Central
1A	26500000	1	-0.908196	Central
1A	26540000	1	-0.654639	Central
1A	26580000	8	-1.94783	Central
1A	26590000	1	-0.908196	Central
1A	26950000	2	0.457682	Central
1A	26960000	10	-0.202341	Central
1A	26970000	7	-1.38051	Central
1A	27200000	7	-0.691902	Central
1A	27210000	30	1.0256	Central
1A	27240000	15	1.68493	Central
1A	27250000	8	1.09754	Central
1A	27260000	8	-0.307838	Central
1A	27270000	11	-0.0519772	Central
1A	27290000	6	-0.240245	Central
1A	27320000	8	-1.74765	Central
1A	27330000	2	-1.33876	Central
1A	27350000	4	-1.58289	Central
1A	27360000	17	-0.774023	Central
1A	27370000	11	3.68164	Central
1A	27380000	1	-0.737827	Central
1A	27390000	2	-1.33876	Central
1A	27500000	6	-1.7155	Central
1A	27510000	3	-1.56654	Central
1A	27740000	1	-0.822346	Central
1A	27750000	20	0.19787	Central
1A	28360000	12	1.55652	Central
1A	28370000	4	-1.54548	Central
1A	28400000	2	-1.33876	Central
1A	28510000	2	-1.33876	Central
1A	28600000	4	0.722126	Central
1A	28610000	24	-1.94391	Central
1A	28620000	31	0.183376	Central
1A	28650000	7	1.06495	Central
1A	28700000	1	1.68793	Central
1A	28710000	8	-1.77084	Central
1A	28750000	2	-1.28013	Central
1A	28760000	2	0.608952	Central
1A	29000000	1	-0.335197	Central
1A	29120000	12	-1.52179	Central
1A	29150000	1	-0.995377	Central
1A	29180000	2	1.08648	Central
1A	29190000	1	1.04106	Central
1A	29240000	7	-1.50548	Central
1A	29280000	2	-0.626719	Central
1A	29600000	1	-0.335197	Central
1A	29810000	9	-0.934729	Central
1A	29850000	2	-0.992364	Central
1A	29870000	4	-0.0410893	Central
1A	29880000	5	-0.188004	Central
1A	29890000	4	-1.47067	Central
1A	29950000	8	-1.85684	Central
1A	29980000	3	-1.47576	Central
1A	29990000	19	-1.37421	Central
1A	30000000	4	-1.14213	Central
1A	30010000	6	-1.43768	Central
1A	30110000	2	-0.995944	Central
1A	30120000	1	-0.492256	Central
1A	30130000	12	0.0666287	Central
1A	30140000	12	-0.592337	Central
1A	30160000	9	0.524919	Central
1A	30170000	3	-0.715368	Central
1A	30180000	8	0.258096	Central
1A	30190000	23	-0.157917	Central
1A	30210000	3	-0.959058	Central
1A	30270000	2	-0.451729	Central
1A	30290000	1	1.22208	Central
1A	30330000	19	0.830202	Central
1A	30340000	1	-0.908196	Central
1A	30380000	3	-0.956265	Central
1A	30390000	9	-1.1642	Central
1A	30400000	2	-0.16172	Central
1A	30450000	11	-1.19809	Central
1A	30490000	4	-0.912756	Central
1A	30540000	7	0.436562	Central
1A	30550000	8	-1.44809	Central
1A	30560000	1	-0.995377	Central
1A	30570000	4	0.210609	Central
1A	30630000	5	-1.574	Central
1A	30640000	2	-1.10604	Central
1A	30770000	3	-0.921003	Central
1A	30790000	2	-0.947161	Central
1A	30800000	1	-0.335197	Central
1A	30810000	8	-1.92553	Central
1A	30850000	2	0.0459407	Central
1A	30870000	2	-0.483057	Central
1A	30880000	30	-2.05738	Central
1A	31000000	2	0.538688	Central
1A	31010000	1	-0.654639	Central
1A	31030000	2	0.783495	Central
1A	31040000	1	-0.109592	Central
1A	31120000	7	0.397398	Central
1A	31150000	4	-0.349913	Central
1A	31180000	1	-0.908196	Central
1A	31240000	6	-1.55021	Central
1A	31250000	9	-0.293346	Central
1A	31520000	5	-0.629456	Central
1A	31770000	8	-0.510161	Central
1A	31780000	5	-0.437552	Central
1A	31790000	1	-0.822346	Central
1A	31810000	5	-1.5745	Central
1A	31830000	3	-0.992923	Central
1A	31840000	2	-0.410108	Central
1A	31890000	6	-0.523119	Central
1A	32080000	16	-0.10969	Central
1A	32090000	22	0.0115608	Central
1A	32110000	19	-0.308625	Central
1A	32180000	6	-0.42619	Central
1A	32190000	3	-0.27128	Central
1A	32260000	11	1.526	Central
1A	32280000	22	-0.341225	Central
1A	32290000	10	-1.22524	Central
1A	32300000	9	1.79739	Central
1A	32370000	4	-0.160269	Central
1A	32450000	26	-0.0657103	Central
1A	32470000	6	-1.14601	Central
1A	32540000	7	-1.65623	Central
1A	32690000	1	-0.908196	Central
1A	32890000	7	1.18618	Central
1A	32900000	1	0.239798	Central
1A	32920000	1	-0.822346	Central
1A	32990000	33	-2.18027	Central
1A	33000000	5	-1.70326	Central
1A	33010000	1	-0.908196	Central
1A	33020000	18	-1.39366	Central
1A	33060000	2	-1.2224	Central
1A	33100000	2	-1.22151	Central
1A	33130000	8	-1.8795	Central
1A	33140000	2	-1.33876	Central
1A	33210000	3	-1.47507	Central
1A	33220000	30	-1.6486	Central
1A	33230000	8	-0.336384	Central
1A	33300000	15	0.612315	Central
1A	33340000	9	-0.529516	Central
1A	33350000	1	-0.822346	Central
1A	33370000	5	-0.778686	Central
1A	33390000	2	1.4839	Central
1A	33640000	2	-0.880477	Central
1A	33820000	1	-0.995377	Central
1A	33850000	1	-0.737827	Central
1A	33900000	1	1.80772	Central
1A	34140000	5	-1.51311	Central
1A	34150000	4	-0.424727	Central
1A	34160000	5	-0.6604	Central
1A	34170000	1	-0.413061	Central
1A	34190000	2	0.135897	Central
1A	34270000	1	-0.995377	Central
1A	34280000	4	-1.54548	Central
1A	34290000	10	-1.48187	Central
1A	34330000	6	-1.08315	Central
1A	34400000	4	-0.0581978	Central
