CHROM	BIN_START	N_SNPS	TajimaD	Region
3A	9980000	78	-1.47224	Central
3A	9990000	87	-1.17419	Central
3A	10140000	27	-2.09328	Central
3A	10150000	11	0.720496	Central
3A	10160000	31	-1.04917	Central
3A	10170000	11	-0.847821	Central
3A	10240000	25	-2.00119	Central
3A	10270000	49	-1.57805	Central
3A	10290000	1	-0.737827	Central
3A	10300000	23	-0.565855	Central
3A	10330000	6	-1.82847	Central
3A	10340000	19	-1.49613	Central
3A	10350000	26	-1.41652	Central
3A	10410000	3	-1.33995	Central
3A	10440000	2	-1.33876	Central
3A	10490000	13	-0.766371	Central
3A	10500000	60	-0.0349709	Central
3A	10530000	54	-0.661117	Central
3A	10540000	7	-1.75385	Central
3A	10570000	4	-1.62146	Central
3A	10580000	23	-1.95105	Central
3A	10670000	15	-2.22197	Central
3A	10690000	16	-0.608257	Central
3A	10820000	24	-1.66491	Central
3A	10830000	1	-0.908196	Central
3A	10870000	4	-1.62146	Central
3A	10880000	14	-1.50043	Central
3A	10910000	15	-0.504829	Central
3A	10940000	9	-1.96613	Central
3A	10950000	120	-1.33555	Central
3A	10960000	13	2.3512	Central
3A	10990000	2	-0.716228	Central
3A	11000000	81	0.14909	Central
3A	11020000	11	-0.186041	Central
3A	11170000	9	0.451749	Central
3A	11230000	1	-0.995377	Central
3A	11350000	33	-2.04785	Central
3A	11370000	52	-0.786535	Central
3A	11380000	113	-0.479489	Central
3A	11400000	13	-1.67276	Central
3A	11410000	48	-2.09365	Central
3A	11450000	14	-0.797005	Central
3A	11460000	13	-1.30452	Central
3A	11470000	30	-0.854238	Central
3A	11510000	3	-0.992923	Central
3A	11520000	2	-0.992364	Central
3A	11530000	8	-1.49751	Central
3A	11580000	29	-1.81303	Central
3A	11590000	1	-0.995377	Central
3A	11610000	3	-1.42933	Central
3A	11620000	35	-2.25036	Central
3A	11640000	3	-1.42933	Central
3A	11750000	19	1.59844	Central
3A	11760000	23	-1.37458	Central
3A	11770000	4	2.3486	Central
3A	11780000	32	1.4487	Central
3A	11800000	14	-1.49928	Central
3A	11810000	21	0.513931	Central
3A	11820000	9	-1.73421	Central
3A	11830000	2	2.55801	Central
3A	11870000	9	1.55257	Central
3A	11880000	15	-1.06739	Central
3A	11890000	30	1.53156	Central
3A	11930000	3	-0.328187	Central
3A	11940000	40	0.0553021	Central
3A	11950000	14	0.208944	Central
3A	12020000	2	-0.450834	Central
3A	12030000	19	0.143893	Central
3A	12040000	2	-0.16172	Central
3A	12110000	5	-0.189251	Central
3A	12150000	2	-1.16556	Central
3A	12160000	23	-1.95105	Central
3A	12170000	4	-1.62146	Central
3A	12220000	10	1.38324	Central
3A	12230000	10	-1.24543	Central
3A	12240000	3	-0.867587	Central
3A	12250000	8	1.13608	Central
3A	12310000	11	-1.42606	Central
3A	12320000	14	-1.74672	Central
3A	12330000	5	-1.86622	Central
3A	12370000	9	2.13238	Central
3A	12380000	15	2.7141	Central
3A	12400000	20	-2.09555	Central
3A	12410000	48	-2.09054	Central
3A	12430000	46	0.0608775	Central
3A	12440000	9	2.34944	Central
3A	12450000	5	0.0817587	Central
3A	12460000	2	-0.880477	Central
3A	12470000	21	0.73604	Central
3A	12480000	38	1.71521	Central
3A	12490000	12	0.562781	Central
3A	12510000	20	0.487015	Central
3A	12560000	11	2.05189	Central
3A	12610000	17	0.919986	Central
3A	12740000	23	-2.22684	Central
3A	12770000	5	-1.05019	Central
3A	12780000	26	0.995388	Central
3A	12810000	45	-0.471629	Central
3A	12830000	32	1.80672	Central
3A	12840000	9	2.60684	Central
3A	12850000	38	0.170153	Central
3A	12860000	35	2.05325	Central
3A	12870000	32	3.20161	Central
3A	12930000	2	-0.662075	Central
3A	12940000	4	-0.928704	Central
3A	12950000	31	3.3385	Central
3A	12960000	14	1.76567	Central
3A	12970000	34	1.21365	Central
3A	12980000	2	0.582995	Central
3A	12990000	6	0.866414	Central
3A	13000000	1	-0.908196	Central
3A	13010000	3	-0.527538	Central
3A	13020000	10	3.88744	Central
3A	13030000	41	1.01067	Central
3A	13040000	18	-0.167957	Central
3A	13070000	8	1.99997	Central
3A	13080000	47	2.24421	Central
3A	13090000	10	2.45557	Central
3A	13150000	11	-1.0783	Central
3A	13180000	4	1.06082	Central
3A	13190000	12	-0.373205	Central
3A	13200000	2	0.0450456	Central
3A	13260000	5	-1.36063	Central
3A	13320000	1	-0.572782	Central
3A	13330000	27	2.43393	Central
3A	13350000	3	-0.37113	Central
3A	13360000	7	-0.31168	Central
3A	13400000	22	-0.71948	Central
3A	13410000	25	-0.223715	Central
3A	13470000	3	-0.993622	Central
3A	13490000	27	-1.88382	Central
3A	13500000	21	-0.551581	Central
3A	13510000	30	1.07991	Central
3A	13520000	2	0.0316193	Central
3A	13530000	9	-0.834283	Central
3A	13540000	7	1.55656	Central
3A	13550000	16	0.536469	Central
3A	13570000	11	3.02952	Central
3A	13760000	2	-1.22151	Central
3A	13810000	9	-2.11296	Central
3A	13820000	7	1.01083	Central
3A	13830000	11	0.839026	Central
3A	13840000	6	-0.0514423	Central
3A	13850000	1	-0.737827	Central
3A	13890000	20	-0.0642397	Central
3A	13900000	46	2.0597	Central
3A	14010000	1	-0.995377	Central
3A	14030000	8	1.95732	Central
3A	14040000	23	1.75412	Central
3A	14050000	1	-0.413061	Central
3A	14080000	4	2.29321	Central
3A	14090000	8	-2.04132	Central
3A	14150000	1	0.729608	Central
3A	14280000	4	-0.790096	Central
3A	14680000	11	-1.15751	Central
3A	14740000	2	-0.992364	Central
3A	14750000	1	-0.822346	Central
3A	14770000	3	-1.03098	Central
3A	14810000	3	-1.07462	Central
3A	14820000	1	-0.737827	Central
3A	14840000	4	3.09442	Central
3A	14850000	16	3.04949	Central
3A	14920000	2	-0.246754	Central
3A	14940000	1	-0.995377	Central
3A	15040000	2	-1.22151	Central
3A	15060000	4	-0.353103	Central
3A	15070000	7	-0.0212002	Central
3A	15080000	12	-0.136301	Central
3A	15090000	7	2.57403	Central
3A	15280000	5	-1.51011	Central
3A	15290000	15	0.238587	Central
3A	15300000	12	0.75578	Central
3A	15310000	1	-0.492256	Central
3A	15320000	3	-1.29422	Central
3A	15330000	3	-1.07462	Central
3A	15340000	1	1.73319	Central
3A	15420000	1	-0.492256	Central
3A	15430000	4	-0.0257206	Central
3A	15450000	6	-0.291896	Central
3A	15470000	10	0.777006	Central
3A	15480000	8	-0.231833	Central
3A	15550000	8	0.983711	Central
3A	15560000	10	0.25953	Central
3A	15570000	4	1.36993	Central
3A	15600000	10	0.28786	Central
3A	15610000	15	-0.230537	Central
3A	15620000	1	0.104035	Central
3A	15660000	11	-2.12268	Central
3A	15680000	6	-1.91485	Central
3A	15690000	58	-0.21189	Central
3A	15700000	10	-0.593538	Central
3A	15710000	8	-1.58743	Central
3A	15770000	5	-0.524895	Central
3A	15780000	7	-0.0105729	Central
3A	15830000	1	-0.492256	Central
3A	15840000	4	-1.28595	Central
3A	15920000	1	-0.908196	Central
3A	15970000	1	-0.908196	Central
3A	15990000	1	-0.654639	Central
3A	16010000	16	-1.61181	Central
3A	16120000	1	-0.908196	Central
3A	16140000	3	-1.29701	Central
3A	16210000	3	-1.29492	Central
3A	16340000	2	-1.33876	Central
3A	16430000	1	-0.995377	Central
3A	16460000	1	-0.908196	Central
3A	16590000	14	-1.01281	Central
3A	16600000	2	0.88464	Central
3A	16620000	7	-1.9843	Central
3A	16630000	3	1.39475	Central
3A	16870000	12	-1.43947	Central
3A	16930000	2	0.594631	Central
3A	17030000	5	-1.22737	Central
3A	17060000	1	-0.995377	Central
3A	17070000	9	-1.40576	Central
3A	17080000	6	-1.54714	Central
3A	17160000	2	-0.825429	Central
3A	17180000	9	1.62084	Central
3A	17220000	2	-0.0113451	Central
3A	17230000	4	-0.368762	Central
3A	17240000	1	1.90089	Central
3A	17250000	3	0.100191	Central
3A	17310000	2	-0.93642	Central
3A	17330000	1	-0.995377	Central
3A	17430000	1	-0.654639	Central
3A	17440000	31	-2.58551	Central
3A	17490000	1	-0.995377	Central
3A	17510000	1	-0.822346	Central
3A	17530000	1	-0.995377	Central
3A	17550000	3	2.93265	Central
3A	17560000	4	-0.97916	Central
3A	17570000	1	-0.908196	Central
3A	17590000	4	-1.2181	Central
3A	17600000	6	0.37122	Central
3A	17680000	2	-1.28013	Central
3A	17690000	1	-0.822346	Central
3A	17710000	3	-1.42933	Central
3A	17770000	4	-0.297138	Central
3A	17890000	2	-0.608818	Central
3A	17920000	2	-1.0492	Central
3A	18160000	1	-0.413061	Central
3A	18170000	1	-0.995377	Central
3A	18460000	10	-0.751011	Central
3A	18820000	3	1.34203	Central
3A	18830000	16	1.54023	Central
3A	18960000	3	0.163383	Central
3A	18970000	10	-0.984735	Central
3A	19020000	1	-0.995377	Central
3A	19040000	7	-0.504546	Central
3A	19050000	2	0.0929329	Central
3A	19060000	1	-0.995377	Central
3A	19090000	1	-0.995377	Central
3A	19140000	1	-0.995377	Central
3A	19180000	5	-1.44823	Central
3A	19260000	3	2.16876	Central
3A	19270000	4	-0.900577	Central
3A	19280000	27	0.00746358	Central
3A	19290000	10	3.46008	Central
3A	19300000	13	1.25174	Central
3A	19310000	3	-0.862699	Central
3A	19320000	1	-0.492256	Central
3A	19340000	2	-1.0492	Central
3A	19350000	3	-1.29422	Central
3A	19360000	3	0.0390936	Central
3A	19370000	7	3.05187	Central
3A	19380000	1	1.86096	Central
3A	19460000	1	-0.492256	Central
3A	19470000	25	2.24709	Central
3A	19480000	30	1.08829	Central
3A	19490000	8	0.98389	Central
3A	19500000	4	1.62598	Central
3A	19510000	22	-1.51032	Central
3A	19520000	4	0.420262	Central
3A	19540000	2	1.49464	Central
3A	19550000	1	-0.908196	Central
3A	19560000	6	-1.13766	Central
3A	19590000	1	-0.822346	Central
3A	19600000	2	-1.16556	Central
3A	19750000	1	-0.822346	Central
3A	19890000	1	-0.908196	Central
3A	19900000	10	-1.66119	Central
3A	19970000	37	-0.395093	Central
3A	19980000	9	-1.57137	Central
3A	19990000	10	-0.354842	Central
3A	20000000	2	-0.884058	Central
3A	20010000	5	-0.774943	Central
3A	20020000	10	-0.29773	Central
3A	20030000	16	-0.639204	Central
3A	20090000	10	-1.28702	Central
3A	20100000	5	-0.796404	Central
3A	20130000	2	-0.770381	Central
3A	20140000	1	-0.822346	Central
3A	20160000	32	-1.74578	Central
3A	20200000	3	-1.33926	Central
3A	20220000	6	-1.38141	Central
3A	20300000	1	-0.822346	Central
3A	20320000	7	-0.977265	Central
3A	20330000	18	-1.59782	Central
3A	20390000	5	-1.83353	Central
3A	20480000	13	1.27295	Central
3A	20490000	21	-1.19552	Central
3A	20500000	17	0.00536675	Central
3A	20540000	5	-1.26506	Central
3A	20550000	5	-0.561079	Central
3A	20590000	4	-0.195066	Central
3A	20710000	14	0.239543	Central
3A	20720000	2	-1.33876	Central
3A	20730000	14	-1.2949	Central
3A	20740000	2	-1.28013	Central
3A	20790000	13	-1.95581	Central
3A	20820000	1	-0.822346	Central
3A	20830000	13	-1.60313	Central
3A	20840000	6	-1.66538	Central
3A	20880000	8	-1.42632	Central
3A	20890000	18	-1.55213	Central
3A	20910000	4	-1.10936	Central
3A	20930000	6	-1.71638	Central
3A	20940000	4	-1.28595	Central
3A	20950000	20	-1.85069	Central
3A	20960000	1	-0.822346	Central
3A	20970000	9	-2.07017	Central
3A	21000000	17	-1.82259	Central
3A	21010000	31	-1.6508	Central
3A	21060000	57	-0.400669	Central
3A	21070000	8	-1.88021	Central
3A	21080000	2	-0.992364	Central
3A	21090000	2	-1.22151	Central
3A	21100000	8	-0.0628732	Central
3A	21110000	1	-0.995377	Central
3A	21140000	4	-0.157949	Central
3A	21160000	1	-0.822346	Central
3A	21210000	2	-1.10604	Central
3A	21280000	2	-1.28013	Central
3A	21320000	3	1.2345	Central
3A	21330000	1	-0.908196	Central
3A	21350000	2	-1.16377	Central
3A	21360000	1	1.04106	Central
3A	21370000	13	0.182189	Central
3A	21430000	2	-1.33876	Central
3A	22140000	1	0.305682	Central
3A	22200000	1	-0.183462	Central
3A	22220000	2	-1.33876	Central
3A	22230000	5	-0.90371	Central
3A	22240000	4	0.264255	Central
3A	22360000	5	-1.63888	Central
3A	22410000	6	-1.79968	Central
3A	22420000	9	-0.681736	Central
3A	22460000	1	-0.995377	Central
3A	22510000	1	-0.908196	Central
3A	22520000	3	2.09719	Central
3A	22560000	4	-0.212175	Central
3A	22570000	4	-1.47067	Central
3A	22610000	7	0.509379	Central
3A	22650000	29	-1.8336	Central
3A	22670000	39	-0.0559893	Central
3A	22780000	3	-1.56654	Central
3A	22790000	18	-1.51197	Central
3A	22800000	1	1.73319	Central
3A	22810000	3	0.263582	Central
3A	23190000	9	-2.19855	Central
3A	23250000	3	-0.793572	Central
3A	23270000	5	-0.179768	Central
3A	23300000	1	-0.995377	Central
3A	23360000	9	-1.83841	Central
3A	23370000	1	-0.995377	Central
3A	23390000	14	-0.825987	Central
3A	23470000	1	-0.908196	Central
3A	23640000	20	-1.15988	Central
3A	23650000	13	-0.475846	Central
3A	23770000	1	0.104035	Central
3A	23820000	4	-0.969881	Central
3A	23830000	21	3.50705	Central
3A	23840000	7	1.05747	Central
3A	23850000	21	-0.74463	Central
3A	23860000	2	-0.880477	Central
3A	23900000	2	-0.216768	Central
3A	24000000	12	-0.492898	Central
3A	24030000	4	-1.07079	Central
3A	24050000	1	-0.995377	Central
3A	24060000	1	-0.995377	Central
3A	24070000	7	-1.70228	Central
3A	24200000	3	-0.650081	Central
3A	24450000	1	-0.822346	Central
3A	24470000	16	-1.21353	Central
3A	24480000	23	-1.58802	Central
3A	24490000	71	-0.510982	Central
3A	24500000	18	-1.17262	Central
3A	24510000	16	-0.974238	Central
3A	24520000	3	1.20273	Central
3A	24530000	7	-0.390992	Central
3A	24540000	1	-0.654639	Central
3A	24590000	11	-0.505805	Central
3A	24600000	1	-0.908196	Central
3A	24610000	12	-0.646565	Central
3A	24670000	7	-0.989073	Central
3A	24680000	3	-1.2202	Central
3A	24740000	9	-0.941098	Central
3A	24750000	4	-1.16793	Central
3A	24770000	6	-0.695217	Central
3A	24780000	9	-0.170525	Central
3A	24790000	2	-1.33876	Central
3A	24880000	4	0.547271	Central
3A	24890000	6	1.24204	Central
3A	24920000	1	-0.995377	Central
3A	24990000	1	-0.908196	Central
3A	25000000	5	-1.36063	Central
3A	25010000	1	-0.908196	Central
3A	25030000	1	-0.995377	Central
3A	25040000	5	-1.86622	Central
3A	25050000	1	-0.995377	Central
3A	25100000	3	0.680089	Central
3A	25110000	4	-0.62974	Central
3A	25170000	6	-1.35438	Central
3A	25210000	13	0.965995	Central
3A	25230000	43	0.162375	Central
3A	25340000	1	-0.995377	Central
3A	25350000	1	-0.995377	Central
3A	25360000	2	-1.16377	Central
3A	25370000	15	-1.84191	Central
3A	25380000	25	-0.522981	Central
3A	25400000	5	-0.29506	Central
3A	25490000	2	-0.410108	Central
3A	25500000	6	-0.509931	Central
3A	25530000	3	-0.988036	Central
3A	25540000	1	-0.572782	Central
3A	25560000	2	-1.05457	Central
3A	25760000	9	1.17153	Central
3A	25770000	27	0.89689	Central
3A	25810000	2	-1.05457	Central
3A	25820000	1	-0.654639	Central
3A	25870000	2	-0.563615	Central
3A	25890000	11	-1.34755	Central
3A	25900000	10	-2.00387	Central
3A	25910000	1	1.58145	Central
3A	25920000	37	-1.85524	Central
3A	25930000	31	-0.0131684	Central
3A	25940000	53	-1.17485	Central
3A	25950000	22	-0.234756	Central
3A	25980000	3	-1.56654	Central
3A	25990000	13	-2.12387	Central
3A	26010000	3	-1.56654	Central
3A	26020000	3	-1.5208	Central
3A	26040000	7	-1.81053	Central
3A	26090000	3	-1.47576	Central
3A	26110000	14	-2.12187	Central
3A	26130000	1	-0.995377	Central
3A	26140000	6	-1.82891	Central
3A	26150000	12	-1.00395	Central
3A	26160000	5	-1.86622	Central
3A	26190000	22	-2.14423	Central
3A	26200000	62	-2.37693	Central
3A	26210000	5	-1.86622	Central
3A	26220000	43	-2.02447	Central
3A	26230000	36	-2.14592	Central
3A	26240000	14	-1.95491	Central
3A	26250000	6	-1.74385	Central
3A	26260000	6	-1.88606	Central
3A	26390000	15	-1.54513	Central
3A	26400000	37	-1.85274	Central
3A	26410000	12	-1.71074	Central
3A	26420000	1	-0.995377	Central
3A	26460000	8	-1.22989	Central
3A	26470000	12	-1.67859	Central
3A	26480000	5	-1.63888	Central
3A	26490000	3	-1.5208	Central
3A	26510000	2	-1.33876	Central
3A	26630000	1	-0.995377	Central
3A	26820000	2	-1.33876	Central
3A	26870000	9	-2.04878	Central
3A	26880000	2	-0.843331	Central
3A	27000000	4	-1.65886	Central
3A	27380000	9	-2.19855	Central
3A	27420000	2	-1.33876	Central
3A	27430000	1	-0.995377	Central
3A	27460000	1	-0.908196	Central
3A	27470000	4	-1.54548	Central
3A	27480000	1	-0.908196	Central
3A	27500000	4	-1.58289	Central
3A	27530000	1	-0.822346	Central
3A	27570000	5	-0.23417	Central
3A	27660000	3	-1.56654	Central
3A	27730000	1	0.172582	Central
3A	27770000	1	-0.995377	Central
3A	27780000	1	-0.995377	Central
3A	27870000	9	-1.63556	Central
3A	28110000	1	-0.995377	Central
3A	28120000	2	-0.995944	Central
3A	28320000	1	-0.995377	Central
3A	28380000	1	-0.258664	Central
3A	28390000	1	-0.995377	Central
3A	28400000	1	-0.995377	Central
3A	28420000	3	-1.24988	Central
3A	28490000	3	-1.29422	Central
3A	28870000	8	-0.956021	Central
3A	29040000	4	-1.65944	Central
3A	29060000	9	-0.954818	Central
3A	29220000	4	-1.73484	Central
3A	29350000	11	-1.88492	Central
3A	29610000	1	-0.572782	Central
3A	29620000	2	-1.33876	Central
3A	29710000	1	-0.995377	Central
3A	30170000	1	-0.908196	Central
3A	30340000	20	-1.29798	Central
3A	30400000	14	-2.25166	Central
3A	30540000	5	-1.51111	Central
3A	30560000	3	-1.29631	Central
3A	30740000	1	-0.995377	Central
3A	30750000	8	-1.17511	Central
3A	30760000	3	-1.56654	Central
3A	30940000	2	-1.05099	Central
3A	30980000	1	-0.908196	Central
3A	30990000	3	-1.47507	Central
3A	31540000	1	-0.413061	Central
3A	31660000	3	-0.87457	Central
3A	31740000	2	-0.784703	Central
3A	31800000	6	-1.85726	Central
3A	31820000	1	-0.995377	Central
3A	31900000	1	-0.995377	Central
3A	31920000	2	-1.2224	Central
3A	31940000	2	-1.33876	Central
3A	31960000	5	-0.687351	Central
3A	32090000	1	-0.995377	Central
3A	32120000	13	-1.86044	Central
3A	32140000	9	-1.9026	Central
3A	32170000	1	-0.822346	Central
3A	32220000	3	-1.20624	Central
3A	32230000	5	-1.45471	Central
3A	32240000	1	-0.737827	Central
3A	32380000	2	-0.770381	Central
3A	32410000	9	-1.08548	Central
3A	32420000	4	-1.3251	Central
3A	32450000	3	-1.56654	Central
3A	32470000	6	-1.06403	Central
3A	32540000	3	-1.42933	Central
3A	32610000	1	-0.822346	Central
3A	32720000	4	-1.58347	Central
3A	32820000	6	-1.38361	Central
3A	32830000	4	-1.43326	Central
3A	32840000	3	-1.1612	Central
3A	32860000	6	-1.44251	Central
3A	32870000	2	-0.610608	Central
3A	32880000	1	-0.908196	Central
3A	32900000	1	-0.995377	Central
3A	32910000	1	-0.995377	Central
3A	32980000	1	-0.995377	Central
3A	32990000	3	-0.997113	Central
3A	33130000	6	-1.23327	Central
3A	33200000	1	-0.737827	Central
3A	33280000	4	-1.18649	Central
3A	33290000	4	-0.329615	Central
3A	33560000	10	-1.34037	Central
3A	33570000	2	-1.05457	Central
3A	33580000	2	-0.540791	Central
3A	33650000	4	-0.874189	Central
3A	33740000	3	-0.860605	Central
3A	33840000	1	-0.572782	Central
3A	33980000	11	-2.15571	Central
3A	33990000	5	-1.42402	Central
3A	34000000	4	-1.62146	Central
3A	34440000	4	-1.58405	Central
3A	34510000	1	-0.109592	Central
3A	34520000	8	-0.901247	Central
3A	34530000	5	-0.915189	Central
3A	34580000	3	-0.425942	Central
3A	34830000	4	-1.47299	Central
3A	34880000	18	-0.445017	Central
3A	34920000	5	-0.435057	Central
3A	34990000	2	-0.247649	Central
3A	35010000	1	-0.908196	Central
3A	35170000	5	-1.86622	Central
3A	35420000	1	-0.995377	Central
3A	35430000	2	-0.884058	Central
3A	35490000	1	-0.908196	Central
3A	35750000	10	-1.41843	Central
3A	35760000	2	-0.884058	Central
3A	35840000	3	-1.1612	Central
3A	35960000	2	-1.10604	Central
3A	35970000	2	-1.33876	Central
3A	36060000	2	-0.399367	Central
3A	36070000	9	-1.79758	Central
3A	36080000	2	0.329237	Central
3A	36110000	1	-0.183462	Central
3A	36190000	3	1.05854	Central
3A	36220000	3	-0.785892	Central
3A	36230000	8	-0.932648	Central
3A	36240000	6	-1.46537	Central
3A	36280000	3	-1.11826	Central
3A	36290000	5	-1.60619	Central
3A	36300000	21	0.563655	Central
3A	36320000	1	-0.908196	Central
3A	36390000	10	-1.33886	Central
3A	36470000	5	0.64549	Central
3A	36480000	20	-0.660381	Central
3A	36510000	4	-1.65886	Central
3A	36650000	6	-1.63527	Central
3A	36660000	2	-1.00042	Central
3A	36670000	9	-0.805374	Central
3A	36700000	6	-1.91529	Central
3A	36720000	9	-0.951061	Central
3A	36760000	1	-0.822346	Central
3A	36770000	25	-1.171	Central
3A	36820000	1	-0.995377	Central
3A	36830000	17	-2.48959	Central
3A	36880000	3	-1.56654	Central
3A	36890000	1	-0.995377	Central
3A	36900000	13	-2.2266	Central
3A	36920000	1	-0.572782	Central
3A	36940000	26	-1.9088	Central
3A	37060000	10	-0.766533	Central
3A	37090000	12	-0.657542	Central
3A	37180000	1	-0.995377	Central
3A	37230000	16	-1.94001	Central
3A	37260000	1	-0.908196	Central
3A	37290000	1	-0.995377	Central
3A	37300000	13	-1.84928	Central
3A	37340000	3	0.0544552	Central
3A	37500000	11	-0.247614	Central
3A	37650000	4	0.166823	Central
3A	37670000	1	-0.995377	Central
3A	37760000	2	-1.22151	Central
3A	37800000	10	-1.05014	Central
3A	37810000	7	-1.64994	Central
3A	37820000	3	1.12523	Central
3A	37830000	4	-1.69685	Central
